experiment_id,org_id,variant,assigned_at,eligible_segment
onboarding_guided_v1,org_00752,treatment,2025-09-29T00:00:00,SMB
onboarding_guided_v1,org_00753,treatment,2025-08-24T00:00:00,SMB
onboarding_guided_v1,org_00754,control,2025-05-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00755,control,2025-03-12T00:00:00,SMB
onboarding_guided_v1,org_00756,control,2025-02-05T00:00:00,SMB
onboarding_guided_v1,org_00757,control,2025-09-07T00:00:00,SMB
onboarding_guided_v1,org_00758,control,2025-07-22T00:00:00,Enterprise
onboarding_guided_v1,org_00759,treatment,2025-03-12T00:00:00,Enterprise
onboarding_guided_v1,org_00760,control,2025-08-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00761,treatment,2025-06-10T00:00:00,Mid-Market
onboarding_guided_v1,org_00762,treatment,2025-03-17T00:00:00,SMB
onboarding_guided_v1,org_00763,control,2025-11-04T00:00:00,Enterprise
onboarding_guided_v1,org_00764,treatment,2025-04-10T00:00:00,SMB
onboarding_guided_v1,org_00765,control,2025-04-26T00:00:00,SMB
onboarding_guided_v1,org_00766,treatment,2025-03-08T00:00:00,SMB
onboarding_guided_v1,org_00767,control,2025-07-31T00:00:00,SMB
onboarding_guided_v1,org_00768,control,2025-03-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00769,control,2025-12-22T00:00:00,Enterprise
onboarding_guided_v1,org_00770,treatment,2025-08-18T00:00:00,SMB
onboarding_guided_v1,org_00771,control,2025-03-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00772,treatment,2025-10-23T00:00:00,SMB
onboarding_guided_v1,org_00773,control,2025-04-12T00:00:00,Mid-Market
onboarding_guided_v1,org_00774,treatment,2025-07-04T00:00:00,SMB
onboarding_guided_v1,org_00775,treatment,2025-11-21T00:00:00,SMB
onboarding_guided_v1,org_00776,control,2025-05-14T00:00:00,SMB
onboarding_guided_v1,org_00777,control,2025-03-29T00:00:00,SMB
onboarding_guided_v1,org_00778,treatment,2025-11-13T00:00:00,SMB
onboarding_guided_v1,org_00779,control,2025-08-19T00:00:00,SMB
onboarding_guided_v1,org_00780,control,2025-05-20T00:00:00,SMB
onboarding_guided_v1,org_00781,control,2025-05-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00782,treatment,2025-10-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00783,treatment,2025-01-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00784,control,2025-10-28T00:00:00,SMB
onboarding_guided_v1,org_00785,treatment,2025-03-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00786,treatment,2025-03-07T00:00:00,Mid-Market
onboarding_guided_v1,org_00787,treatment,2025-04-10T00:00:00,SMB
onboarding_guided_v1,org_00788,control,2025-01-10T00:00:00,SMB
onboarding_guided_v1,org_00789,treatment,2025-03-31T00:00:00,SMB
onboarding_guided_v1,org_00790,control,2025-12-21T00:00:00,Mid-Market
onboarding_guided_v1,org_00791,control,2025-09-02T00:00:00,Enterprise
onboarding_guided_v1,org_00792,treatment,2025-05-29T00:00:00,SMB
onboarding_guided_v1,org_00793,treatment,2025-08-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00794,treatment,2025-02-01T00:00:00,SMB
onboarding_guided_v1,org_00795,control,2025-01-28T00:00:00,SMB
onboarding_guided_v1,org_00796,control,2025-07-07T00:00:00,SMB
onboarding_guided_v1,org_00797,control,2025-08-31T00:00:00,Mid-Market
onboarding_guided_v1,org_00798,control,2025-03-20T00:00:00,SMB
onboarding_guided_v1,org_00799,treatment,2025-12-03T00:00:00,SMB
onboarding_guided_v1,org_00800,treatment,2025-04-08T00:00:00,SMB
onboarding_guided_v1,org_00801,treatment,2025-03-28T00:00:00,SMB
onboarding_guided_v1,org_00802,control,2025-04-16T00:00:00,SMB
onboarding_guided_v1,org_00803,treatment,2025-11-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00804,control,2025-09-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00805,treatment,2025-08-23T00:00:00,SMB
onboarding_guided_v1,org_00806,treatment,2025-06-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00807,control,2025-11-01T00:00:00,Enterprise
onboarding_guided_v1,org_00808,treatment,2025-03-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00809,treatment,2025-01-13T00:00:00,SMB
onboarding_guided_v1,org_00810,treatment,2025-08-13T00:00:00,SMB
onboarding_guided_v1,org_00811,treatment,2025-02-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00812,control,2025-09-14T00:00:00,SMB
onboarding_guided_v1,org_00813,control,2025-05-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00814,treatment,2025-03-25T00:00:00,SMB
onboarding_guided_v1,org_00815,treatment,2025-08-07T00:00:00,SMB
onboarding_guided_v1,org_00816,control,2025-01-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00817,treatment,2025-08-10T00:00:00,SMB
onboarding_guided_v1,org_00818,control,2025-10-08T00:00:00,SMB
onboarding_guided_v1,org_00819,treatment,2025-03-23T00:00:00,SMB
onboarding_guided_v1,org_00820,control,2025-04-21T00:00:00,SMB
onboarding_guided_v1,org_00821,control,2025-04-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00822,treatment,2025-03-19T00:00:00,SMB
onboarding_guided_v1,org_00823,treatment,2025-02-13T00:00:00,SMB
onboarding_guided_v1,org_00824,treatment,2025-05-08T00:00:00,Mid-Market
onboarding_guided_v1,org_00825,treatment,2025-09-18T00:00:00,SMB
onboarding_guided_v1,org_00826,treatment,2025-11-17T00:00:00,Enterprise
onboarding_guided_v1,org_00827,control,2025-05-27T00:00:00,SMB
onboarding_guided_v1,org_00828,treatment,2025-08-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00829,treatment,2025-02-09T00:00:00,SMB
onboarding_guided_v1,org_00830,control,2025-01-03T00:00:00,Mid-Market
onboarding_guided_v1,org_00831,treatment,2025-12-31T00:00:00,Mid-Market
onboarding_guided_v1,org_00832,treatment,2025-05-29T00:00:00,SMB
onboarding_guided_v1,org_00833,control,2025-10-10T00:00:00,Mid-Market
onboarding_guided_v1,org_00834,treatment,2025-06-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00835,control,2025-07-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00836,control,2025-02-05T00:00:00,Mid-Market
onboarding_guided_v1,org_00837,treatment,2025-11-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00838,control,2025-07-02T00:00:00,SMB
onboarding_guided_v1,org_00839,treatment,2025-10-13T00:00:00,SMB
onboarding_guided_v1,org_00840,treatment,2025-04-25T00:00:00,SMB
onboarding_guided_v1,org_00841,control,2025-01-31T00:00:00,SMB
onboarding_guided_v1,org_00842,treatment,2025-08-04T00:00:00,SMB
onboarding_guided_v1,org_00843,control,2025-10-10T00:00:00,SMB
onboarding_guided_v1,org_00844,treatment,2025-04-01T00:00:00,SMB
onboarding_guided_v1,org_00845,control,2025-06-10T00:00:00,SMB
onboarding_guided_v1,org_00846,treatment,2025-02-08T00:00:00,SMB
onboarding_guided_v1,org_00847,treatment,2025-08-12T00:00:00,SMB
onboarding_guided_v1,org_00848,control,2025-07-28T00:00:00,SMB
onboarding_guided_v1,org_00849,control,2025-09-17T00:00:00,SMB
onboarding_guided_v1,org_00850,control,2025-05-03T00:00:00,SMB
onboarding_guided_v1,org_00851,treatment,2025-08-14T00:00:00,SMB
onboarding_guided_v1,org_00852,treatment,2025-05-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00853,treatment,2025-09-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00854,treatment,2025-12-14T00:00:00,SMB
onboarding_guided_v1,org_00855,treatment,2025-09-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00856,treatment,2025-08-19T00:00:00,Enterprise
onboarding_guided_v1,org_00857,control,2025-08-27T00:00:00,SMB
onboarding_guided_v1,org_00858,treatment,2025-01-13T00:00:00,SMB
onboarding_guided_v1,org_00859,treatment,2025-07-28T00:00:00,SMB
onboarding_guided_v1,org_00860,treatment,2025-03-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00861,control,2025-05-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00862,treatment,2025-08-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00863,control,2025-06-23T00:00:00,SMB
onboarding_guided_v1,org_00864,control,2025-10-03T00:00:00,SMB
onboarding_guided_v1,org_00865,control,2025-06-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00866,treatment,2025-09-07T00:00:00,SMB
onboarding_guided_v1,org_00867,control,2025-06-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00868,control,2025-10-01T00:00:00,Enterprise
onboarding_guided_v1,org_00869,control,2025-10-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00870,treatment,2025-02-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00871,control,2025-03-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00872,control,2025-04-20T00:00:00,Enterprise
onboarding_guided_v1,org_00873,control,2025-08-10T00:00:00,Mid-Market
onboarding_guided_v1,org_00874,control,2025-06-29T00:00:00,SMB
onboarding_guided_v1,org_00875,treatment,2025-09-28T00:00:00,SMB
onboarding_guided_v1,org_00876,control,2025-09-11T00:00:00,Enterprise
onboarding_guided_v1,org_00877,treatment,2025-07-05T00:00:00,SMB
onboarding_guided_v1,org_00878,control,2025-07-04T00:00:00,Mid-Market
onboarding_guided_v1,org_00879,treatment,2025-02-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00880,treatment,2025-05-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00881,treatment,2025-04-04T00:00:00,Enterprise
onboarding_guided_v1,org_00882,control,2025-06-24T00:00:00,SMB
onboarding_guided_v1,org_00883,control,2025-06-25T00:00:00,Enterprise
onboarding_guided_v1,org_00884,treatment,2025-12-27T00:00:00,SMB
onboarding_guided_v1,org_00885,control,2025-07-26T00:00:00,SMB
onboarding_guided_v1,org_00886,control,2025-11-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00887,control,2025-03-30T00:00:00,Enterprise
onboarding_guided_v1,org_00888,treatment,2025-12-29T00:00:00,Mid-Market
onboarding_guided_v1,org_00889,treatment,2025-03-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00890,control,2025-03-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00891,treatment,2025-05-21T00:00:00,SMB
onboarding_guided_v1,org_00892,control,2025-04-28T00:00:00,SMB
onboarding_guided_v1,org_00893,control,2025-08-07T00:00:00,SMB
onboarding_guided_v1,org_00894,control,2025-02-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00895,treatment,2025-06-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00896,treatment,2025-08-12T00:00:00,Enterprise
onboarding_guided_v1,org_00897,treatment,2025-09-27T00:00:00,SMB
onboarding_guided_v1,org_00898,treatment,2025-01-16T00:00:00,SMB
onboarding_guided_v1,org_00899,treatment,2025-08-18T00:00:00,SMB
onboarding_guided_v1,org_00900,control,2025-06-24T00:00:00,Mid-Market
onboarding_guided_v1,org_00901,control,2025-01-20T00:00:00,Enterprise
onboarding_guided_v1,org_00902,control,2025-12-12T00:00:00,SMB
onboarding_guided_v1,org_00903,control,2025-06-12T00:00:00,Enterprise
onboarding_guided_v1,org_00904,treatment,2025-03-18T00:00:00,SMB
onboarding_guided_v1,org_00905,control,2025-08-16T00:00:00,SMB
onboarding_guided_v1,org_00906,treatment,2025-08-20T00:00:00,SMB
onboarding_guided_v1,org_00907,treatment,2025-09-27T00:00:00,SMB
onboarding_guided_v1,org_00908,treatment,2025-06-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00909,treatment,2025-04-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00910,control,2025-04-07T00:00:00,Enterprise
onboarding_guided_v1,org_00911,treatment,2025-01-07T00:00:00,SMB
onboarding_guided_v1,org_00912,treatment,2025-03-20T00:00:00,SMB
onboarding_guided_v1,org_00913,treatment,2025-09-17T00:00:00,SMB
onboarding_guided_v1,org_00914,treatment,2025-12-23T00:00:00,SMB
onboarding_guided_v1,org_00915,control,2025-05-01T00:00:00,SMB
onboarding_guided_v1,org_00916,control,2025-09-22T00:00:00,SMB
onboarding_guided_v1,org_00917,treatment,2025-02-16T00:00:00,Enterprise
onboarding_guided_v1,org_00918,control,2025-01-16T00:00:00,SMB
onboarding_guided_v1,org_00919,control,2025-05-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00920,treatment,2025-12-20T00:00:00,SMB
onboarding_guided_v1,org_00921,treatment,2025-05-28T00:00:00,SMB
onboarding_guided_v1,org_00922,control,2025-10-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00923,control,2025-12-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00924,control,2025-11-06T00:00:00,SMB
onboarding_guided_v1,org_00925,control,2025-07-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00926,control,2025-09-27T00:00:00,SMB
onboarding_guided_v1,org_00927,treatment,2025-05-27T00:00:00,SMB
onboarding_guided_v1,org_00928,control,2025-10-13T00:00:00,SMB
onboarding_guided_v1,org_00929,control,2025-03-14T00:00:00,SMB
onboarding_guided_v1,org_00930,control,2025-06-03T00:00:00,SMB
onboarding_guided_v1,org_00931,treatment,2025-10-26T00:00:00,SMB
onboarding_guided_v1,org_00932,control,2025-06-10T00:00:00,SMB
onboarding_guided_v1,org_00933,treatment,2025-11-05T00:00:00,SMB
onboarding_guided_v1,org_00934,treatment,2025-08-02T00:00:00,SMB
onboarding_guided_v1,org_00935,treatment,2025-07-19T00:00:00,SMB
onboarding_guided_v1,org_00936,control,2025-01-28T00:00:00,SMB
onboarding_guided_v1,org_00937,control,2025-03-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00938,treatment,2025-04-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00939,control,2025-04-10T00:00:00,SMB
onboarding_guided_v1,org_00940,control,2025-04-15T00:00:00,SMB
onboarding_guided_v1,org_00941,treatment,2025-01-04T00:00:00,SMB
onboarding_guided_v1,org_00942,treatment,2025-01-16T00:00:00,SMB
onboarding_guided_v1,org_00943,control,2025-07-14T00:00:00,Enterprise
onboarding_guided_v1,org_00944,control,2025-10-29T00:00:00,SMB
onboarding_guided_v1,org_00945,control,2025-06-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00946,control,2025-10-11T00:00:00,SMB
onboarding_guided_v1,org_00947,treatment,2025-12-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00948,treatment,2025-04-22T00:00:00,SMB
onboarding_guided_v1,org_00949,control,2025-05-23T00:00:00,SMB
onboarding_guided_v1,org_00950,treatment,2025-01-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00951,control,2025-12-30T00:00:00,SMB
onboarding_guided_v1,org_00952,control,2025-07-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00953,control,2025-04-17T00:00:00,Enterprise
onboarding_guided_v1,org_00954,control,2025-05-01T00:00:00,SMB
onboarding_guided_v1,org_00955,control,2025-03-01T00:00:00,Enterprise
onboarding_guided_v1,org_00956,treatment,2025-10-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00957,control,2025-10-24T00:00:00,SMB
onboarding_guided_v1,org_00958,treatment,2025-07-07T00:00:00,Mid-Market
onboarding_guided_v1,org_00959,treatment,2025-07-12T00:00:00,Enterprise
onboarding_guided_v1,org_00960,treatment,2025-06-08T00:00:00,SMB
onboarding_guided_v1,org_00961,treatment,2025-12-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00962,treatment,2025-04-09T00:00:00,SMB
onboarding_guided_v1,org_00963,treatment,2025-03-24T00:00:00,SMB
onboarding_guided_v1,org_00964,treatment,2025-11-08T00:00:00,SMB
onboarding_guided_v1,org_00965,treatment,2025-11-06T00:00:00,SMB
onboarding_guided_v1,org_00966,control,2025-10-08T00:00:00,SMB
onboarding_guided_v1,org_00967,treatment,2025-08-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00968,treatment,2025-11-09T00:00:00,Mid-Market
onboarding_guided_v1,org_00969,control,2025-10-02T00:00:00,SMB
onboarding_guided_v1,org_00970,control,2025-09-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00971,treatment,2025-08-04T00:00:00,Mid-Market
onboarding_guided_v1,org_00972,control,2025-12-03T00:00:00,SMB
onboarding_guided_v1,org_00973,control,2025-10-08T00:00:00,Mid-Market
onboarding_guided_v1,org_00974,treatment,2025-05-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00975,treatment,2025-03-08T00:00:00,SMB
onboarding_guided_v1,org_00976,control,2025-03-20T00:00:00,Mid-Market
onboarding_guided_v1,org_00977,treatment,2025-10-10T00:00:00,Mid-Market
onboarding_guided_v1,org_00978,control,2025-03-27T00:00:00,SMB
onboarding_guided_v1,org_00979,treatment,2025-10-15T00:00:00,SMB
onboarding_guided_v1,org_00980,control,2025-09-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00981,control,2025-06-08T00:00:00,SMB
onboarding_guided_v1,org_00982,treatment,2025-03-14T00:00:00,SMB
onboarding_guided_v1,org_00983,treatment,2025-08-19T00:00:00,Enterprise
onboarding_guided_v1,org_00984,control,2025-05-20T00:00:00,SMB
onboarding_guided_v1,org_00985,control,2025-10-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00986,control,2025-03-03T00:00:00,SMB
onboarding_guided_v1,org_00987,treatment,2025-09-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00988,treatment,2025-01-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00989,treatment,2025-03-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00990,treatment,2025-03-02T00:00:00,SMB
onboarding_guided_v1,org_00991,treatment,2025-07-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00992,treatment,2025-10-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00993,treatment,2025-12-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00994,control,2025-06-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00995,treatment,2025-10-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00996,treatment,2025-07-20T00:00:00,SMB
onboarding_guided_v1,org_00997,control,2025-08-18T00:00:00,Enterprise
onboarding_guided_v1,org_00998,treatment,2025-12-05T00:00:00,SMB
onboarding_guided_v1,org_00999,control,2025-01-17T00:00:00,SMB
onboarding_guided_v1,org_01000,control,2025-05-20T00:00:00,Mid-Market
onboarding_guided_v1,org_01001,treatment,2025-05-08T00:00:00,Mid-Market
onboarding_guided_v1,org_01002,control,2025-03-27T00:00:00,Mid-Market
onboarding_guided_v1,org_01003,treatment,2025-11-03T00:00:00,SMB
onboarding_guided_v1,org_01004,control,2025-03-04T00:00:00,SMB
onboarding_guided_v1,org_01005,control,2025-12-29T00:00:00,SMB
onboarding_guided_v1,org_01006,treatment,2025-03-11T00:00:00,SMB
onboarding_guided_v1,org_01007,control,2025-07-18T00:00:00,SMB
onboarding_guided_v1,org_01008,treatment,2025-06-24T00:00:00,SMB
onboarding_guided_v1,org_01009,control,2025-03-28T00:00:00,SMB
onboarding_guided_v1,org_01010,control,2025-05-17T00:00:00,Enterprise
onboarding_guided_v1,org_01011,control,2025-08-25T00:00:00,SMB
onboarding_guided_v1,org_01012,treatment,2025-05-14T00:00:00,SMB
onboarding_guided_v1,org_01013,control,2025-12-25T00:00:00,SMB
onboarding_guided_v1,org_01014,treatment,2025-10-22T00:00:00,Enterprise
onboarding_guided_v1,org_01015,treatment,2025-07-10T00:00:00,SMB
onboarding_guided_v1,org_01016,control,2025-10-04T00:00:00,Mid-Market
onboarding_guided_v1,org_01017,control,2025-05-17T00:00:00,SMB
onboarding_guided_v1,org_01018,control,2025-01-21T00:00:00,SMB
onboarding_guided_v1,org_01019,treatment,2025-02-17T00:00:00,SMB
onboarding_guided_v1,org_01020,control,2025-12-24T00:00:00,SMB
onboarding_guided_v1,org_01021,control,2025-10-27T00:00:00,SMB
onboarding_guided_v1,org_01022,treatment,2025-11-05T00:00:00,SMB
onboarding_guided_v1,org_01023,control,2025-04-10T00:00:00,SMB
onboarding_guided_v1,org_01024,control,2025-11-09T00:00:00,SMB
onboarding_guided_v1,org_01025,control,2025-11-22T00:00:00,SMB
onboarding_guided_v1,org_01026,control,2025-01-02T00:00:00,SMB
onboarding_guided_v1,org_01027,treatment,2025-12-10T00:00:00,SMB
onboarding_guided_v1,org_01028,control,2025-06-26T00:00:00,Enterprise
onboarding_guided_v1,org_01029,control,2025-07-10T00:00:00,Enterprise
onboarding_guided_v1,org_01030,treatment,2025-08-09T00:00:00,Enterprise
onboarding_guided_v1,org_01031,control,2025-03-24T00:00:00,SMB
onboarding_guided_v1,org_01032,treatment,2025-05-03T00:00:00,SMB
onboarding_guided_v1,org_01033,treatment,2025-02-22T00:00:00,SMB
onboarding_guided_v1,org_01034,control,2025-04-14T00:00:00,Enterprise
onboarding_guided_v1,org_01035,control,2025-08-30T00:00:00,SMB
onboarding_guided_v1,org_01036,control,2025-12-22T00:00:00,SMB
onboarding_guided_v1,org_01037,treatment,2025-06-19T00:00:00,SMB
onboarding_guided_v1,org_01038,control,2025-07-05T00:00:00,Mid-Market
onboarding_guided_v1,org_01039,treatment,2025-01-15T00:00:00,Mid-Market
onboarding_guided_v1,org_01040,treatment,2025-04-04T00:00:00,Enterprise
onboarding_guided_v1,org_01041,treatment,2025-07-26T00:00:00,SMB
onboarding_guided_v1,org_01042,treatment,2025-08-28T00:00:00,Mid-Market
onboarding_guided_v1,org_01043,treatment,2025-01-10T00:00:00,SMB
onboarding_guided_v1,org_01044,control,2025-04-29T00:00:00,SMB
onboarding_guided_v1,org_01045,treatment,2025-01-12T00:00:00,Mid-Market
onboarding_guided_v1,org_01046,control,2025-04-26T00:00:00,Enterprise
onboarding_guided_v1,org_01047,treatment,2025-03-30T00:00:00,Enterprise
onboarding_guided_v1,org_01048,treatment,2025-08-26T00:00:00,SMB
onboarding_guided_v1,org_01049,treatment,2025-07-04T00:00:00,SMB
onboarding_guided_v1,org_01050,control,2025-08-23T00:00:00,SMB
onboarding_guided_v1,org_01051,treatment,2025-09-27T00:00:00,Mid-Market
onboarding_guided_v1,org_01052,treatment,2025-06-26T00:00:00,SMB
onboarding_guided_v1,org_01053,treatment,2025-02-10T00:00:00,SMB
onboarding_guided_v1,org_01054,treatment,2025-03-05T00:00:00,Mid-Market
onboarding_guided_v1,org_01055,treatment,2025-11-20T00:00:00,Mid-Market
onboarding_guided_v1,org_01056,treatment,2025-03-10T00:00:00,Enterprise
onboarding_guided_v1,org_01057,control,2025-04-16T00:00:00,Enterprise
onboarding_guided_v1,org_01058,control,2025-08-01T00:00:00,Mid-Market
onboarding_guided_v1,org_01059,control,2025-07-01T00:00:00,SMB
onboarding_guided_v1,org_01060,control,2025-07-26T00:00:00,Mid-Market
onboarding_guided_v1,org_01061,treatment,2025-04-26T00:00:00,SMB
onboarding_guided_v1,org_01062,control,2025-09-22T00:00:00,SMB
onboarding_guided_v1,org_01063,treatment,2025-09-21T00:00:00,Mid-Market
onboarding_guided_v1,org_01064,treatment,2025-02-06T00:00:00,SMB
onboarding_guided_v1,org_01065,treatment,2025-11-09T00:00:00,SMB
onboarding_guided_v1,org_01066,treatment,2025-07-17T00:00:00,SMB
onboarding_guided_v1,org_01067,control,2025-07-13T00:00:00,SMB
onboarding_guided_v1,org_01068,control,2025-05-03T00:00:00,Mid-Market
onboarding_guided_v1,org_01069,control,2025-10-15T00:00:00,Mid-Market
onboarding_guided_v1,org_01070,control,2025-08-13T00:00:00,SMB
onboarding_guided_v1,org_01071,control,2025-10-22T00:00:00,SMB
onboarding_guided_v1,org_01072,treatment,2025-05-11T00:00:00,Mid-Market
onboarding_guided_v1,org_01073,control,2025-05-19T00:00:00,Mid-Market
onboarding_guided_v1,org_01074,control,2025-05-14T00:00:00,Mid-Market
onboarding_guided_v1,org_01075,treatment,2025-10-01T00:00:00,Mid-Market
onboarding_guided_v1,org_01076,control,2025-05-09T00:00:00,SMB
onboarding_guided_v1,org_01077,treatment,2025-07-06T00:00:00,SMB
onboarding_guided_v1,org_01078,treatment,2025-12-15T00:00:00,SMB
onboarding_guided_v1,org_01079,control,2025-06-26T00:00:00,SMB
onboarding_guided_v1,org_01080,control,2025-12-10T00:00:00,Mid-Market
onboarding_guided_v1,org_01081,treatment,2025-05-25T00:00:00,SMB
onboarding_guided_v1,org_01082,treatment,2025-03-13T00:00:00,Mid-Market
onboarding_guided_v1,org_01083,control,2025-07-27T00:00:00,Enterprise
onboarding_guided_v1,org_01084,control,2025-08-17T00:00:00,Mid-Market
onboarding_guided_v1,org_01085,treatment,2025-07-18T00:00:00,SMB
onboarding_guided_v1,org_01086,control,2025-08-24T00:00:00,SMB
onboarding_guided_v1,org_01087,treatment,2025-02-06T00:00:00,Mid-Market
onboarding_guided_v1,org_01088,control,2025-03-30T00:00:00,Mid-Market
onboarding_guided_v1,org_01089,treatment,2025-08-25T00:00:00,Enterprise
onboarding_guided_v1,org_01090,treatment,2025-08-31T00:00:00,SMB
onboarding_guided_v1,org_01091,treatment,2025-10-27T00:00:00,SMB
onboarding_guided_v1,org_01092,control,2025-06-18T00:00:00,Enterprise
onboarding_guided_v1,org_01093,treatment,2025-11-10T00:00:00,SMB
onboarding_guided_v1,org_01094,control,2025-02-02T00:00:00,SMB
onboarding_guided_v1,org_01095,treatment,2025-07-27T00:00:00,SMB
onboarding_guided_v1,org_01096,treatment,2025-03-05T00:00:00,Mid-Market
onboarding_guided_v1,org_01097,treatment,2025-11-30T00:00:00,Mid-Market
onboarding_guided_v1,org_01098,control,2025-08-22T00:00:00,SMB
onboarding_guided_v1,org_01099,control,2025-02-08T00:00:00,SMB
onboarding_guided_v1,org_01100,control,2025-10-19T00:00:00,Mid-Market
onboarding_guided_v1,org_01101,control,2025-01-19T00:00:00,SMB
onboarding_guided_v1,org_01102,control,2025-07-25T00:00:00,SMB
onboarding_guided_v1,org_01103,control,2025-12-12T00:00:00,Mid-Market
onboarding_guided_v1,org_01104,treatment,2025-12-27T00:00:00,SMB
onboarding_guided_v1,org_01105,treatment,2025-02-21T00:00:00,Mid-Market
onboarding_guided_v1,org_01106,treatment,2025-10-12T00:00:00,Mid-Market
onboarding_guided_v1,org_01107,treatment,2025-06-29T00:00:00,Mid-Market
onboarding_guided_v1,org_01108,treatment,2025-04-03T00:00:00,SMB
onboarding_guided_v1,org_01109,control,2025-06-27T00:00:00,Mid-Market
onboarding_guided_v1,org_01110,treatment,2025-09-28T00:00:00,SMB
onboarding_guided_v1,org_01111,treatment,2025-12-15T00:00:00,Mid-Market
onboarding_guided_v1,org_01112,control,2025-01-26T00:00:00,Mid-Market
onboarding_guided_v1,org_01113,control,2025-08-08T00:00:00,SMB
onboarding_guided_v1,org_01114,treatment,2025-08-20T00:00:00,SMB
onboarding_guided_v1,org_01115,control,2025-02-19T00:00:00,Mid-Market
onboarding_guided_v1,org_01116,control,2025-08-06T00:00:00,SMB
onboarding_guided_v1,org_01117,control,2025-01-18T00:00:00,Mid-Market
onboarding_guided_v1,org_01118,treatment,2025-03-12T00:00:00,Mid-Market
onboarding_guided_v1,org_01119,control,2025-01-19T00:00:00,SMB
onboarding_guided_v1,org_01120,treatment,2025-09-16T00:00:00,SMB
onboarding_guided_v1,org_01121,control,2025-06-03T00:00:00,Enterprise
onboarding_guided_v1,org_01122,control,2025-12-19T00:00:00,Mid-Market
onboarding_guided_v1,org_01123,treatment,2025-10-04T00:00:00,SMB
onboarding_guided_v1,org_01124,treatment,2025-07-11T00:00:00,SMB
onboarding_guided_v1,org_01125,treatment,2025-05-07T00:00:00,SMB
onboarding_guided_v1,org_01126,treatment,2025-12-08T00:00:00,SMB
