subscription_id,org_id,plan_type,mrr_amount,start_date,end_date,status,churn_reason
sub_000752,org_00735,Trial,0.0,2025-07-10,2025-07-24,trial_ended,
sub_000753,org_00739,Trial,0.0,2025-03-30,2025-04-13,trial_ended,
sub_000754,org_00739,Growth,149.0,2025-04-15,,active,
sub_000755,org_00740,Trial,0.0,2025-04-22,2025-05-06,trial_ended,
sub_000756,org_00741,Trial,0.0,2025-11-22,2025-12-06,trial_ended,
sub_000757,org_00741,Business,399.0,2025-12-06,,active,
sub_000758,org_00742,Trial,0.0,2025-07-14,2025-07-28,trial_ended,
sub_000759,org_00742,Growth,149.0,2025-07-28,,active,
sub_000760,org_00743,Trial,0.0,2025-03-13,2025-03-27,trial_ended,
sub_000761,org_00743,Growth,149.0,2025-03-29,,active,
sub_000762,org_00745,Trial,0.0,2025-12-20,2026-01-03,trial_ended,
sub_000763,org_00745,Starter,49.0,2026-01-05,,active,
sub_000764,org_00747,Trial,0.0,2025-11-25,2025-12-09,trial_ended,
sub_000765,org_00747,Growth,149.0,2025-12-11,,active,
sub_000766,org_00748,Trial,0.0,2025-11-19,2025-12-03,trial_ended,
sub_000767,org_00748,Enterprise,999.0,2025-12-06,,active,
sub_000768,org_00749,Trial,0.0,2025-09-29,2025-10-13,trial_ended,
sub_000769,org_00749,Business,399.0,2025-10-13,,active,
sub_000770,org_00751,Trial,0.0,2025-12-07,2025-12-21,trial_ended,
sub_000771,org_00752,Trial,0.0,2025-10-05,2025-10-19,trial_ended,
sub_000772,org_00753,Trial,0.0,2025-08-26,2025-09-09,trial_ended,
sub_000773,org_00754,Trial,0.0,2025-05-20,2025-06-03,trial_ended,
sub_000774,org_00754,Growth,149.0,2025-06-04,2025-08-21,churned,Missing feature
sub_000775,org_00755,Trial,0.0,2025-03-16,2025-03-30,trial_ended,
sub_000776,org_00757,Trial,0.0,2025-09-12,2025-09-26,trial_ended,
sub_000777,org_00759,Trial,0.0,2025-03-19,2025-04-02,trial_ended,
sub_000778,org_00759,Business,399.0,2025-04-05,,active,
sub_000779,org_00760,Trial,0.0,2025-08-28,2025-09-11,trial_ended,
sub_000780,org_00760,Growth,149.0,2025-09-11,,active,
sub_000781,org_00765,Trial,0.0,2025-05-03,2025-05-17,trial_ended,
sub_000782,org_00765,Growth,149.0,2025-05-19,,active,
sub_000783,org_00766,Trial,0.0,2025-03-14,2025-03-28,trial_ended,
sub_000784,org_00766,Business,399.0,2025-03-31,,active,
sub_000785,org_00767,Trial,0.0,2025-08-05,2025-08-19,trial_ended,
sub_000786,org_00767,Business,399.0,2025-08-19,,active,
sub_000787,org_00768,Trial,0.0,2025-03-31,2025-04-14,trial_ended,
sub_000788,org_00768,Growth,149.0,2025-04-17,2025-08-12,churned,Low adoption
sub_000789,org_00771,Trial,0.0,2025-03-25,2025-04-08,trial_ended,
sub_000790,org_00771,Starter,49.0,2025-04-08,,active,
sub_000791,org_00773,Trial,0.0,2025-04-13,2025-04-27,trial_ended,
sub_000792,org_00774,Trial,0.0,2025-07-06,2025-07-20,trial_ended,
sub_000793,org_00776,Trial,0.0,2025-05-18,2025-06-01,trial_ended,
sub_000794,org_00778,Trial,0.0,2025-11-15,2025-11-29,trial_ended,
sub_000795,org_00778,Business,399.0,2025-11-30,,active,
sub_000796,org_00779,Trial,0.0,2025-08-20,2025-09-03,trial_ended,
sub_000797,org_00780,Trial,0.0,2025-05-21,2025-06-04,trial_ended,
sub_000798,org_00780,Starter,49.0,2025-06-04,2025-07-28,churned,Missing feature
sub_000799,org_00781,Trial,0.0,2025-05-18,2025-06-01,trial_ended,
sub_000800,org_00783,Trial,0.0,2025-01-08,2025-01-22,trial_ended,
sub_000801,org_00783,Business,399.0,2025-01-22,2025-04-04,churned,Low adoption
sub_000802,org_00784,Trial,0.0,2025-10-30,2025-11-13,trial_ended,
sub_000803,org_00784,Business,399.0,2025-11-13,2026-02-05,churned,
sub_000804,org_00785,Trial,0.0,2025-03-30,2025-04-13,trial_ended,
sub_000805,org_00785,Growth,149.0,2025-04-15,,active,
sub_000806,org_00786,Trial,0.0,2025-03-11,2025-03-25,trial_ended,
sub_000807,org_00787,Trial,0.0,2025-04-13,2025-04-27,trial_ended,
sub_000808,org_00787,Business,399.0,2025-04-30,,active,
sub_000809,org_00788,Trial,0.0,2025-01-16,2025-01-30,trial_ended,
sub_000810,org_00788,Growth,149.0,2025-02-02,,active,
sub_000811,org_00789,Trial,0.0,2025-04-02,2025-04-16,trial_ended,
sub_000812,org_00789,Growth,149.0,2025-04-19,,active,
sub_000813,org_00790,Trial,0.0,2025-12-24,2026-01-07,trial_ended,
sub_000814,org_00790,Growth,149.0,2026-01-07,,active,
sub_000815,org_00792,Trial,0.0,2025-05-31,2025-06-14,trial_ended,
sub_000816,org_00793,Trial,0.0,2025-08-23,2025-09-06,trial_ended,
sub_000817,org_00794,Trial,0.0,2025-02-07,2025-02-21,trial_ended,
sub_000818,org_00795,Trial,0.0,2025-02-04,2025-02-18,trial_ended,
sub_000819,org_00797,Trial,0.0,2025-09-03,2025-09-17,trial_ended,
sub_000820,org_00799,Trial,0.0,2025-12-10,2025-12-24,trial_ended,
sub_000821,org_00800,Trial,0.0,2025-04-10,2025-04-24,trial_ended,
sub_000822,org_00800,Growth,149.0,2025-04-25,,active,
sub_000823,org_00802,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_000824,org_00803,Trial,0.0,2025-11-23,2025-12-07,trial_ended,
sub_000825,org_00805,Trial,0.0,2025-08-27,2025-09-10,trial_ended,
sub_000826,org_00806,Trial,0.0,2025-06-19,2025-07-03,trial_ended,
sub_000827,org_00806,Growth,149.0,2025-07-03,2025-10-22,churned,
sub_000828,org_00807,Trial,0.0,2025-11-02,2025-11-16,trial_ended,
sub_000829,org_00807,Growth,149.0,2025-11-17,,active,
sub_000830,org_00808,Trial,0.0,2025-03-24,2025-04-07,trial_ended,
sub_000831,org_00808,Starter,49.0,2025-04-07,,active,
sub_000832,org_00811,Trial,0.0,2025-03-04,2025-03-18,trial_ended,
sub_000833,org_00811,Business,399.0,2025-03-18,2025-04-26,churned,Budget
sub_000834,org_00812,Trial,0.0,2025-09-16,2025-09-30,trial_ended,
sub_000835,org_00815,Trial,0.0,2025-08-14,2025-08-28,trial_ended,
sub_000836,org_00816,Trial,0.0,2025-01-19,2025-02-02,trial_ended,
sub_000837,org_00816,Starter,49.0,2025-02-03,2025-03-23,churned,Low adoption
sub_000838,org_00817,Trial,0.0,2025-08-17,2025-08-31,trial_ended,
sub_000839,org_00817,Growth,149.0,2025-09-02,,active,
sub_000840,org_00818,Trial,0.0,2025-10-15,2025-10-29,trial_ended,
sub_000841,org_00820,Trial,0.0,2025-04-25,2025-05-09,trial_ended,
sub_000842,org_00820,Growth,149.0,2025-05-12,,active,
sub_000843,org_00821,Trial,0.0,2025-04-30,2025-05-14,trial_ended,
sub_000844,org_00822,Trial,0.0,2025-03-24,2025-04-07,trial_ended,
sub_000845,org_00823,Trial,0.0,2025-02-18,2025-03-04,trial_ended,
sub_000846,org_00823,Starter,49.0,2025-03-05,2025-07-02,churned,Low adoption
sub_000847,org_00824,Trial,0.0,2025-05-10,2025-05-24,trial_ended,
sub_000848,org_00825,Trial,0.0,2025-09-23,2025-10-07,trial_ended,
sub_000849,org_00825,Growth,149.0,2025-10-08,,active,
sub_000850,org_00827,Trial,0.0,2025-05-29,2025-06-12,trial_ended,
sub_000851,org_00827,Starter,49.0,2025-06-13,,active,
sub_000852,org_00828,Trial,0.0,2025-08-14,2025-08-28,trial_ended,
sub_000853,org_00828,Business,399.0,2025-08-28,,active,
sub_000854,org_00829,Trial,0.0,2025-02-11,2025-02-25,trial_ended,
sub_000855,org_00829,Growth,149.0,2025-02-27,,active,
sub_000856,org_00830,Trial,0.0,2025-01-05,2025-01-19,trial_ended,
sub_000857,org_00831,Trial,0.0,2026-01-06,2026-01-20,trial_ended,
sub_000858,org_00832,Trial,0.0,2025-06-04,2025-06-18,trial_ended,
sub_000859,org_00832,Business,399.0,2025-06-21,,active,
sub_000860,org_00836,Trial,0.0,2025-02-11,2025-02-25,trial_ended,
sub_000861,org_00837,Trial,0.0,2025-11-12,2025-11-26,trial_ended,
sub_000862,org_00840,Trial,0.0,2025-04-30,2025-05-14,trial_ended,
sub_000863,org_00841,Trial,0.0,2025-02-03,2025-02-17,trial_ended,
sub_000864,org_00845,Trial,0.0,2025-06-15,2025-06-29,trial_ended,
sub_000865,org_00845,Business,399.0,2025-06-30,2025-09-19,churned,Budget
sub_000866,org_00847,Trial,0.0,2025-08-19,2025-09-02,trial_ended,
sub_000867,org_00848,Trial,0.0,2025-07-30,2025-08-13,trial_ended,
sub_000868,org_00849,Trial,0.0,2025-09-20,2025-10-04,trial_ended,
sub_000869,org_00849,Growth,149.0,2025-10-07,,active,
sub_000870,org_00850,Trial,0.0,2025-05-08,2025-05-22,trial_ended,
sub_000871,org_00850,Growth,149.0,2025-05-22,,active,
sub_000872,org_00852,Trial,0.0,2025-05-20,2025-06-03,trial_ended,
sub_000873,org_00853,Trial,0.0,2025-09-25,2025-10-09,trial_ended,
sub_000874,org_00853,Business,399.0,2025-10-12,,active,
sub_000875,org_00855,Trial,0.0,2025-09-24,2025-10-08,trial_ended,
sub_000876,org_00858,Trial,0.0,2025-01-17,2025-01-31,trial_ended,
sub_000877,org_00859,Trial,0.0,2025-07-31,2025-08-14,trial_ended,
sub_000878,org_00860,Trial,0.0,2025-03-29,2025-04-12,trial_ended,
sub_000879,org_00860,Enterprise,999.0,2025-04-15,2025-07-26,churned,Missing feature
sub_000880,org_00863,Trial,0.0,2025-06-30,2025-07-14,trial_ended,
sub_000881,org_00863,Growth,149.0,2025-07-14,,active,
sub_000882,org_00864,Trial,0.0,2025-10-10,2025-10-24,trial_ended,
sub_000883,org_00866,Trial,0.0,2025-09-10,2025-09-24,trial_ended,
sub_000884,org_00866,Business,399.0,2025-09-24,,active,
sub_000885,org_00867,Trial,0.0,2025-06-12,2025-06-26,trial_ended,
sub_000886,org_00868,Trial,0.0,2025-10-03,2025-10-17,trial_ended,
sub_000887,org_00870,Trial,0.0,2025-02-27,2025-03-13,trial_ended,
sub_000888,org_00871,Trial,0.0,2025-03-18,2025-04-01,trial_ended,
sub_000889,org_00872,Trial,0.0,2025-04-24,2025-05-08,trial_ended,
sub_000890,org_00873,Trial,0.0,2025-08-17,2025-08-31,trial_ended,
sub_000891,org_00873,Business,399.0,2025-09-03,,active,
sub_000892,org_00874,Trial,0.0,2025-07-06,2025-07-20,trial_ended,
sub_000893,org_00874,Growth,149.0,2025-07-22,2025-10-26,churned,
sub_000894,org_00875,Trial,0.0,2025-09-30,2025-10-14,trial_ended,
sub_000895,org_00875,Starter,49.0,2025-10-16,,active,
sub_000896,org_00876,Trial,0.0,2025-09-17,2025-10-01,trial_ended,
sub_000897,org_00877,Trial,0.0,2025-07-06,2025-07-20,trial_ended,
sub_000898,org_00880,Trial,0.0,2025-05-04,2025-05-18,trial_ended,
sub_000899,org_00880,Enterprise,999.0,2025-05-21,,active,
sub_000900,org_00882,Trial,0.0,2025-07-01,2025-07-15,trial_ended,
sub_000901,org_00882,Growth,149.0,2025-07-15,,active,
sub_000902,org_00883,Trial,0.0,2025-06-26,2025-07-10,trial_ended,
sub_000903,org_00885,Trial,0.0,2025-08-02,2025-08-16,trial_ended,
sub_000904,org_00885,Growth,149.0,2025-08-16,,active,
sub_000905,org_00888,Trial,0.0,2026-01-01,2026-01-15,trial_ended,
sub_000906,org_00888,Enterprise,999.0,2026-01-18,,active,
sub_000907,org_00889,Trial,0.0,2025-03-08,2025-03-22,trial_ended,
sub_000908,org_00890,Trial,0.0,2025-03-14,2025-03-28,trial_ended,
sub_000909,org_00893,Trial,0.0,2025-08-08,2025-08-22,trial_ended,
sub_000910,org_00894,Trial,0.0,2025-02-15,2025-03-01,trial_ended,
sub_000911,org_00894,Starter,49.0,2025-03-04,2025-06-12,churned,Low adoption
sub_000912,org_00895,Trial,0.0,2025-07-05,2025-07-19,trial_ended,
sub_000913,org_00895,Starter,49.0,2025-07-20,,active,
sub_000914,org_00897,Trial,0.0,2025-10-03,2025-10-17,trial_ended,
sub_000915,org_00901,Trial,0.0,2025-01-21,2025-02-04,trial_ended,
sub_000916,org_00901,Starter,49.0,2025-02-06,2025-04-20,churned,Budget
sub_000917,org_00902,Trial,0.0,2025-12-18,2026-01-01,trial_ended,
sub_000918,org_00903,Trial,0.0,2025-06-16,2025-06-30,trial_ended,
sub_000919,org_00903,Growth,149.0,2025-07-03,,active,
sub_000920,org_00904,Trial,0.0,2025-03-19,2025-04-02,trial_ended,
sub_000921,org_00904,Growth,149.0,2025-04-02,2025-07-09,churned,Budget
sub_000922,org_00905,Trial,0.0,2025-08-22,2025-09-05,trial_ended,
sub_000923,org_00906,Trial,0.0,2025-08-27,2025-09-10,trial_ended,
sub_000924,org_00906,Starter,49.0,2025-09-11,,active,
sub_000925,org_00907,Trial,0.0,2025-10-01,2025-10-15,trial_ended,
sub_000926,org_00908,Trial,0.0,2025-06-27,2025-07-11,trial_ended,
sub_000927,org_00912,Trial,0.0,2025-03-21,2025-04-04,trial_ended,
sub_000928,org_00912,Enterprise,999.0,2025-04-04,2025-07-17,churned,Budget
sub_000929,org_00913,Trial,0.0,2025-09-19,2025-10-03,trial_ended,
sub_000930,org_00913,Business,399.0,2025-10-04,,active,
sub_000931,org_00919,Trial,0.0,2025-05-30,2025-06-13,trial_ended,
sub_000932,org_00919,Growth,149.0,2025-06-15,,active,
sub_000933,org_00920,Trial,0.0,2025-12-26,2026-01-09,trial_ended,
sub_000934,org_00920,Business,399.0,2026-01-11,,active,
sub_000935,org_00922,Trial,0.0,2025-10-17,2025-10-31,trial_ended,
sub_000936,org_00922,Starter,49.0,2025-11-03,,active,
sub_000937,org_00924,Trial,0.0,2025-11-07,2025-11-21,trial_ended,
sub_000938,org_00925,Trial,0.0,2025-07-29,2025-08-12,trial_ended,
sub_000939,org_00925,Business,399.0,2025-08-12,,active,
sub_000940,org_00926,Trial,0.0,2025-09-28,2025-10-12,trial_ended,
sub_000941,org_00927,Trial,0.0,2025-05-31,2025-06-14,trial_ended,
sub_000942,org_00927,Business,399.0,2025-06-15,,active,
sub_000943,org_00928,Trial,0.0,2025-10-20,2025-11-03,trial_ended,
sub_000944,org_00928,Starter,49.0,2025-11-04,,active,
sub_000945,org_00930,Trial,0.0,2025-06-04,2025-06-18,trial_ended,
sub_000946,org_00931,Trial,0.0,2025-10-31,2025-11-14,trial_ended,
sub_000947,org_00931,Growth,149.0,2025-11-14,,active,
sub_000948,org_00932,Trial,0.0,2025-06-17,2025-07-01,trial_ended,
sub_000949,org_00932,Business,399.0,2025-07-02,,active,
sub_000950,org_00934,Trial,0.0,2025-08-03,2025-08-17,trial_ended,
sub_000951,org_00935,Trial,0.0,2025-07-21,2025-08-04,trial_ended,
sub_000952,org_00937,Trial,0.0,2025-03-04,2025-03-18,trial_ended,
sub_000953,org_00937,Business,399.0,2025-03-18,2025-05-28,churned,
sub_000954,org_00942,Trial,0.0,2025-01-23,2025-02-06,trial_ended,
sub_000955,org_00942,Growth,149.0,2025-02-07,,active,
sub_000956,org_00943,Trial,0.0,2025-07-18,2025-08-01,trial_ended,
sub_000957,org_00943,Starter,49.0,2025-08-03,,active,
sub_000958,org_00945,Trial,0.0,2025-06-17,2025-07-01,trial_ended,
sub_000959,org_00945,Starter,49.0,2025-07-01,,active,
sub_000960,org_00946,Trial,0.0,2025-10-12,2025-10-26,trial_ended,
sub_000961,org_00946,Growth,149.0,2025-10-27,,active,
sub_000962,org_00947,Trial,0.0,2025-12-18,2026-01-01,trial_ended,
sub_000963,org_00947,Growth,149.0,2026-01-04,,active,
sub_000964,org_00948,Trial,0.0,2025-04-24,2025-05-08,trial_ended,
sub_000965,org_00948,Starter,49.0,2025-05-09,,active,
sub_000966,org_00949,Trial,0.0,2025-05-29,2025-06-12,trial_ended,
sub_000967,org_00953,Trial,0.0,2025-04-19,2025-05-03,trial_ended,
sub_000968,org_00954,Trial,0.0,2025-05-05,2025-05-19,trial_ended,
sub_000969,org_00954,Starter,49.0,2025-05-22,,active,
sub_000970,org_00955,Trial,0.0,2025-03-02,2025-03-16,trial_ended,
sub_000971,org_00955,Business,399.0,2025-03-19,2025-04-29,churned,Low adoption
sub_000972,org_00956,Trial,0.0,2025-10-20,2025-11-03,trial_ended,
sub_000973,org_00956,Starter,49.0,2025-11-05,,active,
sub_000974,org_00958,Trial,0.0,2025-07-12,2025-07-26,trial_ended,
sub_000975,org_00958,Enterprise,999.0,2025-07-29,,active,
sub_000976,org_00960,Trial,0.0,2025-06-12,2025-06-26,trial_ended,
sub_000977,org_00960,Enterprise,999.0,2025-06-29,,active,
sub_000978,org_00962,Trial,0.0,2025-04-13,2025-04-27,trial_ended,
sub_000979,org_00962,Growth,149.0,2025-04-29,,active,
sub_000980,org_00968,Trial,0.0,2025-11-11,2025-11-25,trial_ended,
sub_000981,org_00969,Trial,0.0,2025-10-09,2025-10-23,trial_ended,
sub_000982,org_00969,Enterprise,999.0,2025-10-24,,active,
sub_000983,org_00971,Trial,0.0,2025-08-11,2025-08-25,trial_ended,
sub_000984,org_00972,Trial,0.0,2025-12-06,2025-12-20,trial_ended,
sub_000985,org_00973,Trial,0.0,2025-10-14,2025-10-28,trial_ended,
sub_000986,org_00975,Trial,0.0,2025-03-10,2025-03-24,trial_ended,
sub_000987,org_00975,Starter,49.0,2025-03-25,,active,
sub_000988,org_00977,Trial,0.0,2025-10-15,2025-10-29,trial_ended,
sub_000989,org_00978,Trial,0.0,2025-04-03,2025-04-17,trial_ended,
sub_000990,org_00978,Growth,149.0,2025-04-17,,active,
sub_000991,org_00979,Trial,0.0,2025-10-17,2025-10-31,trial_ended,
sub_000992,org_00979,Business,399.0,2025-10-31,,active,
sub_000993,org_00982,Trial,0.0,2025-03-16,2025-03-30,trial_ended,
sub_000994,org_00982,Starter,49.0,2025-03-30,,active,
sub_000995,org_00984,Trial,0.0,2025-05-27,2025-06-10,trial_ended,
sub_000996,org_00984,Growth,149.0,2025-06-10,2025-08-12,churned,
sub_000997,org_00985,Trial,0.0,2025-10-15,2025-10-29,trial_ended,
sub_000998,org_00986,Trial,0.0,2025-03-06,2025-03-20,trial_ended,
sub_000999,org_00986,Business,399.0,2025-03-22,,active,
sub_001000,org_00988,Trial,0.0,2025-01-12,2025-01-26,trial_ended,
sub_001001,org_00989,Trial,0.0,2025-03-29,2025-04-12,trial_ended,
sub_001002,org_00990,Trial,0.0,2025-03-06,2025-03-20,trial_ended,
sub_001003,org_00993,Trial,0.0,2025-12-07,2025-12-21,trial_ended,
sub_001004,org_00993,Business,399.0,2025-12-23,,active,
sub_001005,org_00994,Trial,0.0,2025-06-15,2025-06-29,trial_ended,
sub_001006,org_00996,Trial,0.0,2025-07-25,2025-08-08,trial_ended,
sub_001007,org_00996,Starter,49.0,2025-08-09,,active,
sub_001008,org_00998,Trial,0.0,2025-12-08,2025-12-22,trial_ended,
sub_001009,org_00998,Enterprise,999.0,2025-12-24,2026-04-12,churned,Budget
sub_001010,org_00999,Trial,0.0,2025-01-20,2025-02-03,trial_ended,
sub_001011,org_00999,Business,399.0,2025-02-04,2025-04-17,churned,Missing feature
sub_001012,org_01001,Trial,0.0,2025-05-09,2025-05-23,trial_ended,
sub_001013,org_01001,Business,399.0,2025-05-26,,active,
sub_001014,org_01003,Trial,0.0,2025-11-09,2025-11-23,trial_ended,
sub_001015,org_01003,Enterprise,999.0,2025-11-24,,active,
sub_001016,org_01004,Trial,0.0,2025-03-11,2025-03-25,trial_ended,
sub_001017,org_01006,Trial,0.0,2025-03-15,2025-03-29,trial_ended,
sub_001018,org_01006,Business,399.0,2025-03-29,,active,
sub_001019,org_01007,Trial,0.0,2025-07-20,2025-08-03,trial_ended,
sub_001020,org_01008,Trial,0.0,2025-06-30,2025-07-14,trial_ended,
sub_001021,org_01010,Trial,0.0,2025-05-24,2025-06-07,trial_ended,
sub_001022,org_01010,Business,399.0,2025-06-08,,active,
sub_001023,org_01012,Trial,0.0,2025-05-18,2025-06-01,trial_ended,
sub_001024,org_01012,Starter,49.0,2025-06-01,,active,
sub_001025,org_01013,Trial,0.0,2025-12-27,2026-01-10,trial_ended,
sub_001026,org_01013,Starter,49.0,2026-01-10,2026-04-26,churned,
sub_001027,org_01014,Trial,0.0,2025-10-25,2025-11-08,trial_ended,
sub_001028,org_01016,Trial,0.0,2025-10-05,2025-10-19,trial_ended,
sub_001029,org_01016,Business,399.0,2025-10-22,2025-12-25,churned,
sub_001030,org_01017,Trial,0.0,2025-05-23,2025-06-06,trial_ended,
sub_001031,org_01017,Starter,49.0,2025-06-09,,active,
sub_001032,org_01018,Trial,0.0,2025-01-28,2025-02-11,trial_ended,
sub_001033,org_01018,Growth,149.0,2025-02-11,,active,
sub_001034,org_01019,Trial,0.0,2025-02-20,2025-03-06,trial_ended,
sub_001035,org_01021,Trial,0.0,2025-10-31,2025-11-14,trial_ended,
sub_001036,org_01021,Growth,149.0,2025-11-17,,active,
sub_001037,org_01022,Trial,0.0,2025-11-07,2025-11-21,trial_ended,
sub_001038,org_01022,Business,399.0,2025-11-21,,active,
sub_001039,org_01023,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_001040,org_01024,Trial,0.0,2025-11-15,2025-11-29,trial_ended,
sub_001041,org_01024,Growth,149.0,2025-11-30,2026-03-23,churned,Low adoption
sub_001042,org_01025,Trial,0.0,2025-11-29,2025-12-13,trial_ended,
sub_001043,org_01025,Business,399.0,2025-12-13,,active,
sub_001044,org_01027,Trial,0.0,2025-12-13,2025-12-27,trial_ended,
sub_001045,org_01027,Business,399.0,2025-12-28,,active,
sub_001046,org_01029,Trial,0.0,2025-07-14,2025-07-28,trial_ended,
sub_001047,org_01029,Growth,149.0,2025-07-31,,active,
sub_001048,org_01030,Trial,0.0,2025-08-13,2025-08-27,trial_ended,
sub_001049,org_01031,Trial,0.0,2025-03-26,2025-04-09,trial_ended,
sub_001050,org_01031,Starter,49.0,2025-04-10,2025-07-17,churned,Missing feature
sub_001051,org_01032,Trial,0.0,2025-05-05,2025-05-19,trial_ended,
sub_001052,org_01033,Trial,0.0,2025-02-25,2025-03-11,trial_ended,
sub_001053,org_01033,Business,399.0,2025-03-13,,active,
sub_001054,org_01034,Trial,0.0,2025-04-18,2025-05-02,trial_ended,
sub_001055,org_01034,Growth,149.0,2025-05-04,,active,
sub_001056,org_01035,Trial,0.0,2025-09-02,2025-09-16,trial_ended,
sub_001057,org_01035,Enterprise,999.0,2025-09-18,2025-12-09,churned,Low adoption
sub_001058,org_01037,Trial,0.0,2025-06-20,2025-07-04,trial_ended,
sub_001059,org_01037,Growth,149.0,2025-07-04,,active,
sub_001060,org_01038,Trial,0.0,2025-07-06,2025-07-20,trial_ended,
sub_001061,org_01041,Trial,0.0,2025-07-27,2025-08-10,trial_ended,
sub_001062,org_01041,Starter,49.0,2025-08-10,,active,
sub_001063,org_01042,Trial,0.0,2025-09-01,2025-09-15,trial_ended,
sub_001064,org_01043,Trial,0.0,2025-01-13,2025-01-27,trial_ended,
sub_001065,org_01044,Trial,0.0,2025-05-06,2025-05-20,trial_ended,
sub_001066,org_01045,Trial,0.0,2025-01-15,2025-01-29,trial_ended,
sub_001067,org_01046,Trial,0.0,2025-04-29,2025-05-13,trial_ended,
sub_001068,org_01048,Trial,0.0,2025-08-31,2025-09-14,trial_ended,
sub_001069,org_01052,Trial,0.0,2025-07-01,2025-07-15,trial_ended,
sub_001070,org_01052,Business,399.0,2025-07-15,,active,
sub_001071,org_01054,Trial,0.0,2025-03-09,2025-03-23,trial_ended,
sub_001072,org_01054,Growth,149.0,2025-03-24,,active,
sub_001073,org_01059,Trial,0.0,2025-07-06,2025-07-20,trial_ended,
sub_001074,org_01060,Trial,0.0,2025-08-01,2025-08-15,trial_ended,
sub_001075,org_01062,Trial,0.0,2025-09-25,2025-10-09,trial_ended,
sub_001076,org_01062,Business,399.0,2025-10-11,,active,
sub_001077,org_01063,Trial,0.0,2025-09-24,2025-10-08,trial_ended,
sub_001078,org_01063,Business,399.0,2025-10-11,,active,
sub_001079,org_01065,Trial,0.0,2025-11-12,2025-11-26,trial_ended,
sub_001080,org_01065,Growth,149.0,2025-11-27,,active,
sub_001081,org_01066,Trial,0.0,2025-07-20,2025-08-03,trial_ended,
sub_001082,org_01067,Trial,0.0,2025-07-15,2025-07-29,trial_ended,
sub_001083,org_01067,Growth,149.0,2025-08-01,,active,
sub_001084,org_01069,Trial,0.0,2025-10-18,2025-11-01,trial_ended,
sub_001085,org_01069,Starter,49.0,2025-11-01,,active,
sub_001086,org_01070,Trial,0.0,2025-08-19,2025-09-02,trial_ended,
sub_001087,org_01070,Starter,49.0,2025-09-02,,active,
sub_001088,org_01071,Trial,0.0,2025-10-29,2025-11-12,trial_ended,
sub_001089,org_01071,Business,399.0,2025-11-12,,active,
sub_001090,org_01073,Trial,0.0,2025-05-23,2025-06-06,trial_ended,
sub_001091,org_01073,Growth,149.0,2025-06-07,,active,
sub_001092,org_01075,Trial,0.0,2025-10-07,2025-10-21,trial_ended,
sub_001093,org_01075,Growth,149.0,2025-10-24,2025-12-19,churned,Missing feature
sub_001094,org_01076,Trial,0.0,2025-05-13,2025-05-27,trial_ended,
sub_001095,org_01078,Trial,0.0,2025-12-20,2026-01-03,trial_ended,
sub_001096,org_01078,Business,399.0,2026-01-06,,active,
sub_001097,org_01079,Trial,0.0,2025-07-03,2025-07-17,trial_ended,
sub_001098,org_01079,Starter,49.0,2025-07-20,,active,
sub_001099,org_01080,Trial,0.0,2025-12-12,2025-12-26,trial_ended,
sub_001100,org_01080,Starter,49.0,2025-12-29,2026-04-24,churned,Low adoption
sub_001101,org_01081,Trial,0.0,2025-05-27,2025-06-10,trial_ended,
sub_001102,org_01081,Growth,149.0,2025-06-10,,active,
sub_001103,org_01084,Trial,0.0,2025-08-18,2025-09-01,trial_ended,
sub_001104,org_01084,Business,399.0,2025-09-04,,active,
sub_001105,org_01087,Trial,0.0,2025-02-07,2025-02-21,trial_ended,
sub_001106,org_01089,Trial,0.0,2025-08-26,2025-09-09,trial_ended,
sub_001107,org_01089,Starter,49.0,2025-09-09,,active,
sub_001108,org_01093,Trial,0.0,2025-11-16,2025-11-30,trial_ended,
sub_001109,org_01094,Trial,0.0,2025-02-04,2025-02-18,trial_ended,
sub_001110,org_01094,Starter,49.0,2025-02-20,,active,
sub_001111,org_01095,Trial,0.0,2025-08-01,2025-08-15,trial_ended,
sub_001112,org_01097,Trial,0.0,2025-12-02,2025-12-16,trial_ended,
sub_001113,org_01097,Growth,149.0,2025-12-18,,active,
sub_001114,org_01098,Trial,0.0,2025-08-29,2025-09-12,trial_ended,
sub_001115,org_01098,Starter,49.0,2025-09-14,,active,
sub_001116,org_01099,Trial,0.0,2025-02-13,2025-02-27,trial_ended,
sub_001117,org_01100,Trial,0.0,2025-10-21,2025-11-04,trial_ended,
sub_001118,org_01100,Starter,49.0,2025-11-05,,active,
sub_001119,org_01102,Trial,0.0,2025-07-27,2025-08-10,trial_ended,
sub_001120,org_01103,Trial,0.0,2025-12-18,2026-01-01,trial_ended,
sub_001121,org_01103,Business,399.0,2026-01-04,,active,
sub_001122,org_01104,Trial,0.0,2026-01-01,2026-01-15,trial_ended,
sub_001123,org_01104,Business,399.0,2026-01-18,,active,
sub_001124,org_01105,Trial,0.0,2025-02-26,2025-03-12,trial_ended,
sub_001125,org_01106,Trial,0.0,2025-10-16,2025-10-30,trial_ended,
sub_001126,org_01107,Trial,0.0,2025-07-02,2025-07-16,trial_ended,
sub_001127,org_01108,Trial,0.0,2025-04-09,2025-04-23,trial_ended,
