routing_attempt_id,lead_id,partner_id,routed_at,routing_priority,bid_amount,delivery_status,response_status,response_timestamp,rejection_reason
RA03227F3021FE,LB1D84DB6DAED,P010,2025-01-31 21:51:19 UTC,1,65.36,delivered,no_response,2025-01-31 21:54:50 UTC,state_not_covered
RAE6F543FA4507,LD54FB27B94EF,P007,2025-03-08 22:55:15 UTC,1,132.71,delivered,accepted,2025-03-08 22:58:18 UTC,
RA2626927C9480,LA691D6314DAE,P008,2025-03-18 11:46:08 UTC,1,73.94,delivered,accepted,2025-03-18 11:48:05 UTC,
RAEDC6641BE254,L0CF24FCDE24F,P003,2025-06-12 08:49:20 UTC,1,77.84,delivered,rejected,2025-06-12 08:53:33 UTC,price_too_low
RA5971FB97EC49,LF1A9F0B462F7,P009,2025-03-13 11:16:03 UTC,1,56.39,delivered,accepted,2025-03-13 11:18:22 UTC,
RA9C8CA54D11BB,L13EE3B43D556,P005,2025-06-16 17:23:03 UTC,1,107.51,delivered,accepted,2025-06-16 17:25:17 UTC,
RA79C235CA2C0C,LA8511E80CADC,P005,2025-01-10 12:33:07 UTC,1,97.44,delivered,accepted,2025-01-10 12:35:44 UTC,
RAC2C5A932AB08,L7864BC406FB5,P003,2025-03-27 08:01:13 UTC,1,68.52,delivered,accepted,2025-03-27 08:03:07 UTC,
RA400CEC9BA50C,L41CD63B9C98D,P010,2025-03-20 20:51:16 UTC,1,73.07,delivered,capacity_exceeded,2025-03-20 20:55:36 UTC,quality
RAA94256EF4627,L7672F227FB8A,P010,2025-06-18 09:43:43 UTC,1,61.81,delivered,accepted,2025-06-18 09:45:49 UTC,
RA1E8ACDBB7ED3,L8FC59C268C84,P003,2025-03-09 09:35:12 UTC,1,65.11,delivered,accepted,2025-03-09 09:38:11 UTC,
RAA892B05FA558,LCDFB0D3CEFAA,P002,2025-02-21 19:52:29 UTC,1,82.91,delivered,accepted,2025-02-21 19:52:42 UTC,
RA3F7B9D17C9B8,L6212817645CF,P010,2025-06-15 13:06:12 UTC,1,76.78,delivered,accepted,2025-06-15 13:07:46 UTC,
RA7792ED836B5B,LDD6D6315672E,P003,2025-02-09 19:41:15 UTC,1,75.43,delivered,no_response,2025-02-09 19:41:57 UTC,state_not_covered
RA75A6B2D84FAD,LDD6D6315672E,P010,2025-02-09 19:41:11 UTC,2,69.4,delivered,accepted,2025-02-09 19:45:16 UTC,
RA3699DFC84CCF,L63CC1EA897CC,P010,2025-06-25 13:28:27 UTC,1,70.74,delivered,no_response,2025-06-25 13:32:55 UTC,capacity
RA3F41079EC77A,L63CC1EA897CC,P007,2025-06-25 13:29:00 UTC,2,136.7,delivered,rejected,2025-06-25 13:33:39 UTC,price_too_low
RA5077A5AF22B2,LD7CB6E96CD33,P002,2025-05-11 17:11:01 UTC,1,67.08,delivered,accepted,2025-05-11 17:13:06 UTC,
RAE1F182D1FFA3,LD60D32374A80,P010,2025-01-10 19:27:30 UTC,1,64.92,delivered,accepted,2025-01-10 19:28:04 UTC,
RA087C0236C8E2,L46A2D4B78223,P003,2025-05-10 17:19:25 UTC,1,67.73,delivered,accepted,2025-05-10 17:20:41 UTC,
RABA26A67FA02D,L9BB9743C8D69,P003,2025-05-04 18:19:51 UTC,1,71.85,delivered,accepted,2025-05-04 18:24:00 UTC,
RA73A750460791,L4F8F809ADB83,P009,2025-04-21 10:58:03 UTC,1,50.69,delivered,no_response,2025-04-21 10:58:41 UTC,capacity
RABC4501BF7B05,L4F8F809ADB83,P002,2025-04-21 10:57:45 UTC,2,77.13,delivered,accepted,2025-04-21 10:59:41 UTC,
RA07219D07DEFB,LCC8660EDB133,P003,2025-04-21 11:59:50 UTC,1,61.73,delivered,accepted,2025-04-21 12:00:54 UTC,
RAB08535989139,L8972369206FE,P002,2025-06-06 17:59:09 UTC,1,66.91,delivered,accepted,2025-06-06 18:01:58 UTC,
RA6585A8388BCD,L6D7A634CF9B4,P002,2025-06-29 22:52:56 UTC,1,83.54,delivered,accepted,2025-06-29 22:54:37 UTC,
RA689EB0C690D4,LC05285B92E90,P007,2025-05-06 09:14:08 UTC,1,147.15,delivered,accepted,2025-05-06 09:17:20 UTC,
RA61F51B9EEE1C,L8DD5BD4FF4F8,P002,2025-02-07 21:05:12 UTC,1,73.28,delivered,accepted,2025-02-07 21:10:04 UTC,
RA9C19A60578E7,L2F86FAE83E58,P002,2025-04-09 16:27:56 UTC,1,84.67,delivered,rejected,2025-04-09 16:28:29 UTC,capacity
RA33755D88EA4E,L2F86FAE83E58,P010,2025-04-09 16:27:32 UTC,2,64.79,delivered,accepted,2025-04-09 16:28:49 UTC,
RAE304718A3CA7,LA136560C1046,P009,2025-01-22 16:33:06 UTC,1,60.95,delivered,accepted,2025-01-22 16:35:44 UTC,
RA4FBA4FE4B074,L3FE9A1DA2646,P002,2025-02-21 16:00:36 UTC,1,75.17,delivered,accepted,2025-02-21 16:01:48 UTC,
RA0ABFBF318D49,L55B7394761E6,P002,2025-03-25 16:29:46 UTC,1,73.37,delivered,no_response,2025-03-25 16:33:45 UTC,quality
RA4FA2E4E96E76,L2DAEA00B218D,P003,2025-03-18 21:48:20 UTC,1,63.5,delivered,accepted,2025-03-18 21:51:43 UTC,
RAC68C5BF9CA66,LAB9508D5FC51,P007,2025-03-09 09:39:04 UTC,1,140.71,delivered,accepted,2025-03-09 09:40:00 UTC,
RADF20AD70EFD8,LFAE337EE1946,P006,2025-03-25 11:47:59 UTC,1,124.21,delivered,accepted,2025-03-25 11:48:17 UTC,
RA7A30DE9BE044,L3671894532E2,P010,2025-06-02 17:05:24 UTC,1,68.99,delivered,accepted,2025-06-02 17:06:47 UTC,
RA536ED13670EE,L3472498970E5,P003,2025-05-17 08:53:29 UTC,1,60.23,delivered,accepted,2025-05-17 08:54:40 UTC,
RADD99E11B2179,L003D94FB231F,P004,2025-01-24 16:35:53 UTC,1,89.61,delivered,accepted,2025-01-24 16:37:33 UTC,
RA968E760A9CA0,L76D3DE5C980B,P002,2025-03-13 08:51:59 UTC,1,81.97,delivered,accepted,2025-03-13 08:54:47 UTC,
RA9A4FD938E08F,L1967BCE66B7F,P003,2025-02-08 23:09:12 UTC,1,59.76,delivered,accepted,2025-02-08 23:09:52 UTC,
RA8E3B05E19F40,L24CB26E14A59,P003,2025-04-13 14:33:16 UTC,1,64.72,delivered,accepted,2025-04-13 14:35:07 UTC,
RACE79C01B4DDE,LCB05675D186F,P010,2025-05-25 22:19:48 UTC,1,71.58,delivered,accepted,2025-05-25 22:20:17 UTC,
RA427FE585C717,LF0DC4E908AE7,P010,2025-03-04 21:01:16 UTC,1,66.88,delivered,accepted,2025-03-04 21:05:35 UTC,
RAD834D32FD892,L46A3D611F34D,P003,2025-02-28 22:08:09 UTC,1,61.19,delivered,capacity_exceeded,2025-02-28 22:11:31 UTC,state_not_covered
RA67C6494E3995,L46A3D611F34D,P009,2025-02-28 22:07:39 UTC,2,55.42,delivered,accepted,2025-02-28 22:10:18 UTC,
RAE956431BB167,L6ADC08A03A47,P008,2025-01-04 21:03:44 UTC,1,75.01,delivered,accepted,2025-01-04 21:05:20 UTC,
RA622C104BF654,L073085647DFC,P001,2025-06-18 22:13:17 UTC,1,63.55,delivered,capacity_exceeded,2025-06-18 22:14:19 UTC,capacity
RAE23CBB64390D,L073085647DFC,P003,2025-06-18 22:13:44 UTC,2,76.5,delivered,accepted,2025-06-18 22:18:19 UTC,
RAC48519A17BD8,L8031AE19D2DA,P005,2025-06-23 09:07:35 UTC,1,103.64,delivered,accepted,2025-06-23 09:09:00 UTC,
RAED0372F3D2C3,LDD482A62EB4E,P010,2025-05-21 21:08:06 UTC,1,72.25,delivered,accepted,2025-05-21 21:11:59 UTC,
RA291F310F90BE,L3EA39D478E0C,P008,2025-06-29 11:47:47 UTC,1,83.67,delivered,accepted,2025-06-29 11:52:32 UTC,
RADAFC2E62789F,L9EB43E8836CD,P003,2025-01-15 08:03:04 UTC,1,70.87,delivered,capacity_exceeded,2025-01-15 08:06:59 UTC,quality
RA10F62FF28098,LBAD9D68DA5A8,P010,2025-03-26 18:26:03 UTC,1,74.97,delivered,capacity_exceeded,2025-03-26 18:27:24 UTC,capacity
RA8B68F987CF51,LBAD9D68DA5A8,P003,2025-03-26 18:25:55 UTC,2,60.14,delivered,accepted,2025-03-26 18:30:53 UTC,
RAC7171DEC65D2,L8E1ADCFAC211,P002,2025-05-13 20:40:08 UTC,1,80.91,delivered,rejected,2025-05-13 20:40:27 UTC,state_not_covered
RA68DEF5277AAE,L5F18075C5527,P003,2025-01-10 17:45:08 UTC,1,60.78,delivered,accepted,2025-01-10 17:49:11 UTC,
RA41FFDF88AD86,L8FD10CC2391B,P003,2025-03-29 21:24:48 UTC,1,73.44,delivered,accepted,2025-03-29 21:28:55 UTC,
RAE22278570334,L9FA7DB29D1EA,P001,2025-04-20 12:35:10 UTC,1,68.65,delivered,accepted,2025-04-20 12:38:27 UTC,
RAA58C027C499E,LBE51D32296DB,P003,2025-02-11 10:48:18 UTC,1,73.58,delivered,accepted,2025-02-11 10:52:27 UTC,
RA6F91CEFEDF96,L172F86DF1455,P003,2025-06-05 18:17:24 UTC,1,59.52,delivered,capacity_exceeded,2025-06-05 18:20:02 UTC,quality
RA6196EA92A5CA,LF0FB8155F213,P009,2025-06-24 12:30:43 UTC,1,54.55,delivered,capacity_exceeded,2025-06-24 12:33:03 UTC,capacity
RA6BA65663F6D4,L167088B0339C,P003,2025-02-21 10:47:33 UTC,1,60.38,delivered,capacity_exceeded,2025-02-21 10:50:48 UTC,state_not_covered
RAFCE3D9F616E4,L167088B0339C,P001,2025-02-21 10:46:58 UTC,2,62.48,delivered,rejected,2025-02-21 10:51:46 UTC,state_not_covered
RA5268BD025704,L0655BD16F263,P003,2025-02-15 17:24:37 UTC,1,64.08,delivered,capacity_exceeded,2025-02-15 17:25:46 UTC,quality
RA24A643653E58,L417D715672EA,P002,2025-02-21 21:33:42 UTC,1,69.44,delivered,accepted,2025-02-21 21:34:19 UTC,
RA6F88BC59E5AA,LDD4BAFB81200,P003,2025-02-26 23:12:21 UTC,1,58.69,delivered,rejected,2025-02-26 23:12:56 UTC,price_too_low
RA860F3573CAE3,LC7A293D96782,P009,2025-06-09 10:26:21 UTC,1,56.37,delivered,accepted,2025-06-09 10:28:53 UTC,
RAD08C7D6B0C23,LE31E6DDC9595,P010,2025-02-18 20:58:05 UTC,1,61.3,delivered,rejected,2025-02-18 21:02:34 UTC,quality
RABC1C64EBB971,LD70D13C80D71,P002,2025-04-09 17:55:12 UTC,1,70.41,delivered,accepted,2025-04-09 17:58:51 UTC,
RA20DAFCF0B1D4,L55507431612E,P005,2025-03-16 17:54:18 UTC,1,91.16,delivered,rejected,2025-03-16 17:55:26 UTC,quality
RA9CE30E2E74CC,L249BFCE68A14,P001,2025-03-05 22:28:59 UTC,1,57.52,delivered,accepted,2025-03-05 22:32:13 UTC,
RA1670BC939BE4,L283FE1A35BCC,P005,2025-05-24 22:52:30 UTC,1,118.47,delivered,accepted,2025-05-24 22:56:28 UTC,
RA75814B09D179,L329C21542266,P010,2025-04-01 17:53:48 UTC,1,70.45,delivered,accepted,2025-04-01 17:56:05 UTC,
RA36428A2E45E3,LDBFC0549CB52,P003,2025-03-30 20:09:39 UTC,1,61.15,delivered,accepted,2025-03-30 20:10:19 UTC,
RAA1E04FC440FE,L7F4467E4C06B,P008,2025-03-28 10:34:44 UTC,1,72.23,delivered,accepted,2025-03-28 10:39:21 UTC,
RA6686508A5E7C,L330B6B135040,P010,2025-04-12 11:48:02 UTC,1,80.12,delivered,capacity_exceeded,2025-04-12 11:48:15 UTC,state_not_covered
RABDBF2EDDF579,L24025EA6F360,P002,2025-05-11 22:37:19 UTC,1,73.73,delivered,accepted,2025-05-11 22:40:27 UTC,
RA176709862194,LF3C289F39197,P007,2025-01-22 07:25:48 UTC,1,133.12,delivered,accepted,2025-01-22 07:29:23 UTC,
RA122975D8BBFF,LA9A3F04A48C2,P002,2025-03-06 10:55:34 UTC,1,65.65,delivered,accepted,2025-03-06 10:57:48 UTC,
RA16CF92152817,L57833CA93CB9,P005,2025-02-06 13:54:46 UTC,1,102.95,delivered,accepted,2025-02-06 13:57:37 UTC,
RA482C5001701A,L8C3DA5CC55C4,P001,2025-02-21 08:20:34 UTC,1,73.88,delivered,accepted,2025-02-21 08:22:43 UTC,
RA39438ACB8EDA,LD7D975620F01,P010,2025-03-27 07:34:14 UTC,1,77.43,delivered,no_response,2025-03-27 07:38:25 UTC,price_too_low
RABD45582A55B1,L7AA277E9EC88,P002,2025-04-04 13:54:14 UTC,1,70.74,delivered,accepted,2025-04-04 13:58:38 UTC,
RAB63D1302DADD,L0C4DD0837498,P007,2025-04-23 09:27:17 UTC,1,110.14,delivered,accepted,2025-04-23 09:30:56 UTC,
RA395A78AD2D38,L24C246DD49CC,P009,2025-04-04 15:36:45 UTC,1,54.98,delivered,capacity_exceeded,2025-04-04 15:38:10 UTC,state_not_covered
RA2E99DCD054DF,L24C246DD49CC,P003,2025-04-04 15:36:40 UTC,2,64.85,delivered,rejected,2025-04-04 15:37:17 UTC,quality
RA5B7A012B3768,L1D555DC07F9C,P010,2025-04-23 09:20:24 UTC,1,76.12,delivered,accepted,2025-04-23 09:21:26 UTC,
RAF2AE8663EF91,LD644ACB1BA58,P003,2025-06-30 22:06:28 UTC,1,64.52,delivered,no_response,2025-06-30 22:09:10 UTC,price_too_low
RA60555C7EC288,LD644ACB1BA58,P001,2025-06-30 22:06:32 UTC,2,59.47,delivered,accepted,2025-06-30 22:08:33 UTC,
RAC693E37F6F43,L347D6C94E239,P005,2025-06-14 20:51:56 UTC,1,90.99,delivered,accepted,2025-06-14 20:55:13 UTC,
RAA1D7414ABE9B,L25DCE393303D,P007,2025-05-11 08:45:03 UTC,1,128.44,delivered,accepted,2025-05-11 08:48:53 UTC,
RAB4CE395BC10B,LEFBB1423FE8F,P002,2025-01-01 15:25:23 UTC,1,64.56,delivered,no_response,2025-01-01 15:28:36 UTC,quality
RAB786A776267A,LA690571E9088,P002,2025-03-13 11:49:37 UTC,1,72.92,delivered,accepted,2025-03-13 11:50:57 UTC,
RAE1A0CDB2A0A5,L88A6A446F523,P001,2025-06-19 10:29:00 UTC,1,72.84,delivered,no_response,2025-06-19 10:29:14 UTC,state_not_covered
RA5C040D89E2D3,L37BA5B972A1D,P009,2025-01-14 13:49:44 UTC,1,64.47,delivered,accepted,2025-01-14 13:50:47 UTC,
RAB10302D157E2,L4662851D0A28,P005,2025-04-13 19:41:15 UTC,1,90.59,delivered,no_response,2025-04-13 19:42:50 UTC,price_too_low
RA41400DB57471,L1E674BBA1998,P003,2025-04-01 17:51:52 UTC,1,68.84,delivered,accepted,2025-04-01 17:55:04 UTC,
RA9EF87B73EEE7,LB06CB56380A0,P005,2025-01-31 09:19:09 UTC,1,90.24,delivered,rejected,2025-01-31 09:23:23 UTC,capacity
RA43A4E227144E,LC31120353E4D,P001,2025-01-09 13:30:07 UTC,1,61.03,delivered,accepted,2025-01-09 13:30:45 UTC,
RAF456350016D5,L7CBE332C7D49,P003,2025-06-07 20:17:51 UTC,1,63.43,delivered,rejected,2025-06-07 20:18:51 UTC,price_too_low
RAFCAD637C43CE,LB4EC8F0D3C6E,P008,2025-05-18 17:42:04 UTC,1,74.09,delivered,accepted,2025-05-18 17:43:25 UTC,
RAB5349D0EB03E,LF9FB37B26237,P009,2025-01-21 14:04:03 UTC,1,57.99,delivered,accepted,2025-01-21 14:04:28 UTC,
RA68506580DFD4,L691230D78F45,P002,2025-03-07 19:27:30 UTC,1,85.89,delivered,accepted,2025-03-07 19:29:03 UTC,
RA1DEBDDAD30FD,L31F76CEEB098,P003,2025-05-08 21:27:07 UTC,1,62.12,delivered,rejected,2025-05-08 21:29:12 UTC,capacity
RA1BBC9F761F24,L31F76CEEB098,P009,2025-05-08 21:27:28 UTC,2,52.39,delivered,accepted,2025-05-08 21:32:26 UTC,
RA05CEFE6BBFDA,L6C9B373DD233,P005,2025-03-06 14:57:48 UTC,1,100.65,delivered,capacity_exceeded,2025-03-06 15:00:53 UTC,capacity
RAAFE78E0AF46B,LB9DFA968EE80,P009,2025-04-27 19:59:51 UTC,1,50.3,delivered,accepted,2025-04-27 20:04:30 UTC,
RACC014CD4DE38,L7F8FE7D03F70,P005,2025-06-16 18:24:56 UTC,1,113.1,delivered,accepted,2025-06-16 18:28:27 UTC,
RAA97B932ED718,L3C9ED1260F6B,P005,2025-05-10 18:21:21 UTC,1,113.08,delivered,accepted,2025-05-10 18:22:57 UTC,
RA4BE19C7F3869,LB9ABE6DC3566,P010,2025-03-27 16:24:41 UTC,1,68.33,delivered,no_response,2025-03-27 16:27:25 UTC,capacity
RAEEF2D7CBB3E4,L6E1694CB72C7,P003,2025-05-31 19:09:50 UTC,1,64.14,delivered,accepted,2025-05-31 19:13:31 UTC,
RA92D1F3B9D11B,LC846401B3DFA,P003,2025-01-17 11:20:24 UTC,1,73.94,delivered,accepted,2025-01-17 11:24:18 UTC,
RACC06E1C757B0,L1A69874392EF,P007,2025-04-30 21:58:43 UTC,1,133.96,delivered,accepted,2025-04-30 22:00:03 UTC,
RAD6D155A3A22C,L9864BC620B4F,P003,2025-03-14 08:49:30 UTC,1,71.19,delivered,capacity_exceeded,2025-03-14 08:50:43 UTC,quality
RA7783244C50D6,L9864BC620B4F,P002,2025-03-14 08:49:16 UTC,2,70.0,delivered,accepted,2025-03-14 08:50:27 UTC,
RA9EEF5E8AB55D,L07D6E1B79D15,P002,2025-01-05 07:29:34 UTC,1,79.86,delivered,no_response,2025-01-05 07:33:57 UTC,quality
RAD2C1D5F1188F,L87CE73C54A31,P003,2025-05-27 20:06:09 UTC,1,62.26,delivered,capacity_exceeded,2025-05-27 20:07:56 UTC,price_too_low
RAED24F3B209CE,L3D07C89805E9,P003,2025-06-08 15:21:20 UTC,1,66.41,delivered,accepted,2025-06-08 15:25:55 UTC,
RAD1404A984C8C,LB6BEB9B34E26,P010,2025-04-05 08:18:36 UTC,1,75.72,delivered,accepted,2025-04-05 08:20:08 UTC,
RAAB69E542DBF6,L6D312B99F15E,P003,2025-01-22 17:56:32 UTC,1,71.51,delivered,accepted,2025-01-22 17:58:36 UTC,
RA13E62AF33896,L1C1E9095ACDF,P010,2025-01-18 11:50:18 UTC,1,71.45,delivered,accepted,2025-01-18 11:51:45 UTC,
RAD9FFC371000D,L4157166B2C80,P002,2025-05-09 19:02:04 UTC,1,83.96,delivered,accepted,2025-05-09 19:05:57 UTC,
RAA46B18AA2AF4,L09B9567F369F,P003,2025-05-26 21:20:29 UTC,1,75.36,delivered,no_response,2025-05-26 21:23:56 UTC,quality
RAB8519167C143,L60196228E29C,P009,2025-05-30 08:51:44 UTC,1,51.98,delivered,no_response,2025-05-30 08:56:00 UTC,capacity
RA5FBB353CAE45,L60196228E29C,P003,2025-05-30 08:51:39 UTC,2,60.75,delivered,accepted,2025-05-30 08:54:28 UTC,
RAF4EB51425DB7,L62E92F9C2CB4,P004,2025-05-14 16:26:08 UTC,1,102.92,delivered,accepted,2025-05-14 16:28:21 UTC,
RA47151B3768AB,L36617226F5B6,P010,2025-06-05 16:14:00 UTC,1,66.62,delivered,accepted,2025-06-05 16:14:31 UTC,
RA32BDA4DC0A7C,L9C0E05B5F74C,P008,2025-03-23 15:59:44 UTC,1,87.17,delivered,accepted,2025-03-23 16:01:20 UTC,
RADCCA59BE59E4,LCA011BD62626,P001,2025-02-26 20:31:29 UTC,1,73.01,delivered,accepted,2025-02-26 20:33:32 UTC,
RA43BD0C242C1A,L91FB3BEE0062,P005,2025-06-27 08:04:34 UTC,1,106.13,delivered,accepted,2025-06-27 08:07:08 UTC,
RA47851C8E5970,L1345583288A2,P003,2025-02-05 08:03:22 UTC,1,76.25,delivered,accepted,2025-02-05 08:07:33 UTC,
RA3158755F8291,L77F1CF6E2B05,P002,2025-05-06 19:16:42 UTC,1,84.65,delivered,accepted,2025-05-06 19:16:59 UTC,
RA8F39A0C7A134,LDA3E1471CA3E,P010,2025-04-20 14:21:17 UTC,1,82.4,delivered,accepted,2025-04-20 14:26:17 UTC,
RA0EB9C11C7E5A,LC64534F5030F,P010,2025-06-08 14:45:07 UTC,1,64.68,delivered,rejected,2025-06-08 14:45:50 UTC,state_not_covered
RAAEF44D4D4597,LA58225D12A2B,P005,2025-01-18 18:36:16 UTC,1,99.16,delivered,capacity_exceeded,2025-01-18 18:38:19 UTC,price_too_low
RA9A40205F90DB,L5B2AF328EAF5,P010,2025-01-15 16:20:29 UTC,1,61.29,delivered,rejected,2025-01-15 16:21:39 UTC,state_not_covered
RA1BED38020096,L244BC0103F38,P003,2025-04-12 12:14:25 UTC,1,77.46,delivered,accepted,2025-04-12 12:16:49 UTC,
RAFC0F36FD31E1,L03EC60C65BD4,P001,2025-04-16 19:57:58 UTC,1,71.25,delivered,accepted,2025-04-16 20:01:19 UTC,
RA01FE0780BE89,L92427CB45EFF,P001,2025-05-04 13:05:09 UTC,1,64.53,delivered,accepted,2025-05-04 13:08:20 UTC,
RABBC13BF25290,L54E04593A5E8,P001,2025-04-07 19:42:49 UTC,1,55.71,delivered,rejected,2025-04-07 19:44:44 UTC,capacity
RAB74C6D0D2049,L515AE8478454,P010,2025-06-10 21:38:52 UTC,1,76.14,delivered,rejected,2025-06-10 21:43:18 UTC,capacity
RA8BA17E5EB30C,L515AE8478454,P006,2025-06-10 21:39:08 UTC,2,133.83,delivered,accepted,2025-06-10 21:42:04 UTC,
RA757D61D9AD8B,L46CCE6714F56,P004,2025-01-11 10:40:38 UTC,1,101.73,delivered,accepted,2025-01-11 10:41:11 UTC,
RA4E07F2B1542B,L7C9B44941F0A,P003,2025-03-17 21:37:35 UTC,1,66.47,delivered,rejected,2025-03-17 21:39:34 UTC,price_too_low
RA759188375B94,L7C9B44941F0A,P008,2025-03-17 21:37:17 UTC,2,86.54,delivered,accepted,2025-03-17 21:39:03 UTC,
RAC9FA6327AF01,LCE7FBD838E52,P002,2025-04-15 11:12:34 UTC,1,75.22,delivered,rejected,2025-04-15 11:12:55 UTC,price_too_low
RA9A3E5C77A65B,LFD30B3046EB8,P007,2025-03-23 08:57:59 UTC,1,109.52,delivered,accepted,2025-03-23 09:00:51 UTC,
RA5FF826A3ACD9,L6B5846080CE7,P010,2025-02-15 14:15:49 UTC,1,74.37,delivered,accepted,2025-02-15 14:18:39 UTC,
RA004B2DE96681,L5833E9B310D3,P009,2025-01-09 11:38:51 UTC,1,58.37,delivered,capacity_exceeded,2025-01-09 11:40:16 UTC,quality
RAAAA37A4EAEA1,L5833E9B310D3,P010,2025-01-09 11:38:12 UTC,2,82.79,delivered,capacity_exceeded,2025-01-09 11:40:49 UTC,capacity
RA352874263548,L5833E9B310D3,P003,2025-01-09 11:39:00 UTC,3,68.64,delivered,no_response,2025-01-09 11:40:59 UTC,quality
RA82AD4B360236,L1B93B7559B99,P005,2025-04-05 15:31:14 UTC,1,91.11,delivered,capacity_exceeded,2025-04-05 15:33:03 UTC,quality
RAED8600196411,L8A14558350BA,P001,2025-01-06 11:44:51 UTC,1,64.43,delivered,rejected,2025-01-06 11:47:43 UTC,quality
RAAB903F9C405A,LCF48E76810AD,P004,2025-02-07 21:17:24 UTC,1,93.56,delivered,no_response,2025-02-07 21:19:33 UTC,capacity
RAF7F644EE2823,LCF48E76810AD,P005,2025-02-07 21:17:08 UTC,2,100.22,delivered,rejected,2025-02-07 21:21:37 UTC,quality
RA4CB17ADE7892,L7AFE1850946C,P003,2025-01-12 14:52:45 UTC,1,64.71,delivered,accepted,2025-01-12 14:55:21 UTC,
RA6553B7F1DD96,LB5F885497DEF,P002,2025-03-12 18:15:51 UTC,1,72.27,delivered,accepted,2025-03-12 18:16:45 UTC,
RA8DB4EF7EE68D,LA7F2FC35770A,P003,2025-05-24 11:52:05 UTC,1,64.43,delivered,accepted,2025-05-24 11:55:13 UTC,
RAFEAECDE4BD35,L601F2214A15A,P010,2025-02-01 11:46:29 UTC,1,78.65,delivered,rejected,2025-02-01 11:49:52 UTC,price_too_low
RA50E4541FE82F,L601F2214A15A,P001,2025-02-01 11:46:16 UTC,2,73.97,delivered,accepted,2025-02-01 11:46:54 UTC,
RA0348BFA14D7B,L9801DED0F3F9,P003,2025-06-16 12:12:50 UTC,1,57.91,delivered,accepted,2025-06-16 12:14:40 UTC,
RAFA42B2391DA3,L5AB708D7374F,P007,2025-02-14 15:17:42 UTC,1,136.4,delivered,accepted,2025-02-14 15:22:40 UTC,
RA69202074A4EA,L0FD10A7705AF,P010,2025-05-19 08:11:21 UTC,1,63.59,delivered,no_response,2025-05-19 08:14:28 UTC,state_not_covered
RAB592BD1C5E4E,LD98F454AB64C,P002,2025-02-13 16:03:32 UTC,1,70.54,delivered,capacity_exceeded,2025-02-13 16:07:44 UTC,capacity
RA703A68D65C6B,LD98F454AB64C,P010,2025-02-13 16:03:36 UTC,2,80.66,delivered,capacity_exceeded,2025-02-13 16:04:30 UTC,capacity
RA032AB445FD02,L23F399499467,P010,2025-01-10 13:09:48 UTC,1,72.36,delivered,accepted,2025-01-10 13:14:45 UTC,
RAF63D90E0A6FF,L0774CD2B1A2E,P003,2025-01-20 15:05:12 UTC,1,72.49,delivered,accepted,2025-01-20 15:07:12 UTC,
RA667C10648F55,L6A43326F6577,P005,2025-03-21 16:12:51 UTC,1,105.75,delivered,no_response,2025-03-21 16:17:21 UTC,price_too_low
RA15C7BC298F30,L473871A6D4A5,P003,2025-05-09 13:24:30 UTC,1,59.31,delivered,capacity_exceeded,2025-05-09 13:27:04 UTC,capacity
RAC9B24BAFE16A,L9A04DF7F2614,P005,2025-02-05 20:46:23 UTC,1,111.69,delivered,accepted,2025-02-05 20:47:55 UTC,
RA2B5868CBF9F3,LF01B396418FB,P004,2025-04-14 12:16:09 UTC,1,92.39,delivered,accepted,2025-04-14 12:19:24 UTC,
RA9E8ED866ACB5,L14A204E92087,P010,2025-04-02 17:11:35 UTC,1,66.88,delivered,capacity_exceeded,2025-04-02 17:13:58 UTC,state_not_covered
RAE28FBE7A9BDB,LA11BA2CE49DE,P010,2025-04-21 11:47:08 UTC,1,82.03,delivered,capacity_exceeded,2025-04-21 11:51:07 UTC,capacity
RA45C050ECD2B0,LB19942626984,P009,2025-06-22 09:32:22 UTC,1,60.65,delivered,accepted,2025-06-22 09:34:54 UTC,
RA0C11021357EC,L4D5D29008F9F,P002,2025-06-01 10:01:29 UTC,1,78.72,delivered,accepted,2025-06-01 10:05:31 UTC,
RAAD6F96C9EDF9,L3F8A10DE3825,P002,2025-02-07 07:32:33 UTC,1,79.93,delivered,accepted,2025-02-07 07:33:07 UTC,
RAFE6059BC9FF0,L94769E62C2D6,P003,2025-01-23 11:24:54 UTC,1,74.97,delivered,capacity_exceeded,2025-01-23 11:27:09 UTC,capacity
RA332FA19AD58E,L1E95E3B35F62,P010,2025-03-04 11:59:26 UTC,1,82.51,delivered,rejected,2025-03-04 12:03:39 UTC,state_not_covered
RA62D72969A6B6,LD457E4B9E2DB,P010,2025-06-20 08:06:57 UTC,1,62.22,delivered,no_response,2025-06-20 08:09:51 UTC,state_not_covered
RA24FBF90F60E0,LB7B5270DFF59,P009,2025-03-22 12:25:54 UTC,1,52.76,delivered,rejected,2025-03-22 12:27:08 UTC,capacity
RAF9C7AC410A71,L801FB839C74C,P010,2025-01-11 08:08:37 UTC,1,67.09,delivered,accepted,2025-01-11 08:13:05 UTC,
RAA30C48D3E628,LA6AB43E34CCA,P009,2025-06-18 21:24:45 UTC,1,64.17,delivered,accepted,2025-06-18 21:29:08 UTC,
RAB89668E1B031,L3E05A8F7A36B,P006,2025-02-15 14:27:04 UTC,1,119.56,delivered,accepted,2025-02-15 14:27:55 UTC,
