event_id,customer_id,session_id,quote_id,event_timestamp,event_name,channel,campaign_id,utm_source,utm_medium,utm_campaign,device_type,insurance_vertical,state
E948C34334B04,CUS13576566E4C7,SA80FB5DDAF88,QE0F49F7E5700,2025-02-15 22:30:22 UTC,contact_information_completed,direct,C007,direct,direct,C007,desktop,home,IL
EF06F299573C0,CUS13576566E4C7,SA80FB5DDAF88,QE0F49F7E5700,2025-02-15 22:31:35 UTC,insurance_details_completed,direct,C007,direct,direct,C007,desktop,home,IL
E2E86837A50B3,CUS13576566E4C7,SA80FB5DDAF88,QE0F49F7E5700,2025-02-15 22:36:27 UTC,quote_completed,direct,C007,direct,direct,C007,desktop,home,IL
EC58615B4330A,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:13:49 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,CA
EB9165ECCB4A4,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:16:45 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,CA
EBF2116A37118,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:18:20 UTC,contact_information_completed,meta,C004,meta,cpc,C004,desktop,health,CA
E62D3B6BB23BD,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:21:10 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,desktop,health,CA
E9212BB6F58FA,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:24:44 UTC,quote_completed,meta,C004,meta,cpc,C004,desktop,health,CA
ECDFE5B7B1A99,CUS502A6DA6F66D,S8D99A00BD056,Q4F394A7C16B7,2025-04-22 20:28:10 UTC,lead_submitted,meta,C004,meta,cpc,C004,desktop,health,CA
E59B738EE80BB,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 18:50:23 UTC,landing_page_view,organic,C006,organic,organic,C006,desktop,auto,NC
EB190D9547969,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 18:54:38 UTC,quote_started,organic,C006,organic,organic,C006,desktop,auto,NC
EC834B3EDA7E0,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 18:56:01 UTC,contact_information_completed,organic,C006,organic,organic,C006,desktop,auto,NC
E3E712C4FA74F,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 18:58:41 UTC,insurance_details_completed,organic,C006,organic,organic,C006,desktop,auto,NC
E02A5B28DF8D6,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 19:01:31 UTC,quote_completed,organic,C006,organic,organic,C006,desktop,auto,NC
EF48B93E6FF66,CUS479C95D49BF4,SC0CE6CA3CFF6,Q3439D889F0B1,2025-01-21 19:03:27 UTC,lead_submitted,organic,C006,organic,organic,C006,desktop,auto,NC
E600D0FA841E2,CUS7DD073818791,S55847E0AFD89,QC74C5B99277D,2025-04-08 13:49:15 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,TX
EF4E42740E6C3,CUS655DDCB1FF96,S03D78BD77EC7,Q4D03A49042BC,2025-05-30 07:35:32 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,PA
E046EC0FCFEFE,CUSD5D6B0BDD34A,SB4BD7A45B8D2,Q87AB67B5EE1B,2025-01-24 17:25:26 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,GA
E029F4A3158F1,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:29:22 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,NC
E532491C69503,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:33:02 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,NC
E61FE1C67B925,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:34:07 UTC,contact_information_completed,meta,C004,meta,cpc,C004,mobile,health,NC
EE6F093C95EF1,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:35:36 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,mobile,health,NC
EF3534DE419E8,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:36:39 UTC,quote_completed,meta,C004,meta,cpc,C004,mobile,health,NC
E6439875913DE,CUSE0A42FCC1721,SDD62A598BFF1,QFA3AAC82B783,2025-02-16 10:37:16 UTC,lead_submitted,meta,C004,meta,cpc,C004,mobile,health,NC
E704C5B6F265B,CUSD4B86F547904,SE5D3F2F81615,QFA55606C0E21,2025-04-23 11:33:42 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,OH
E296929DC95F7,CUS1D95930B0E58,SC2775444B511,Q4EE20A3E0652,2025-03-17 15:34:11 UTC,landing_page_view,google,C002,google,cpc,C002,tablet,home,FL
EEB5A512F9F4A,CUS0101F0E1965E,SBFAA18F489B2,Q8F26B2B4E767,2025-06-24 14:49:52 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,NY
E60576CF8C0F8,CUSD1063FE77B31,S4523E2010A93,Q556A12E54062,2025-03-26 20:46:41 UTC,landing_page_view,google,C001,google,cpc,C001,desktop,auto,NY
E20A6EE3EE7FE,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 16:50:22 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,NC
E281BFC517BD7,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 16:51:16 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,NC
E214B7CBAE506,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 16:55:06 UTC,contact_information_completed,meta,C004,meta,cpc,C004,mobile,health,NC
EF4BFFC232E33,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 16:58:25 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,mobile,health,NC
E68D49BA46FE9,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 16:59:18 UTC,quote_completed,meta,C004,meta,cpc,C004,mobile,health,NC
E79D5F41E5FD4,CUSD99374B8EA6A,S23C53D9850CD,Q8B4B38116B39,2025-06-27 17:01:28 UTC,lead_submitted,meta,C004,meta,cpc,C004,mobile,health,NC
E093379EE392B,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:42:39 UTC,landing_page_view,organic,C006,organic,organic,C006,desktop,auto,FL
E18BFD018212C,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:47:24 UTC,quote_started,organic,C006,organic,organic,C006,desktop,auto,FL
EFED49DC8D83D,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:48:41 UTC,contact_information_completed,organic,C006,organic,organic,C006,desktop,auto,FL
E1C3DACC223C1,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:53:01 UTC,insurance_details_completed,organic,C006,organic,organic,C006,desktop,auto,FL
E6D80B12EA41F,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:56:38 UTC,quote_completed,organic,C006,organic,organic,C006,desktop,auto,FL
E36C9B52E0E88,CUSFF279552E767,SE6FA8296CC54,Q1DD97D852AFF,2025-01-11 10:59:36 UTC,lead_submitted,organic,C006,organic,organic,C006,desktop,auto,FL
EFE048F4FD876,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:27:04 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,GA
E530EB9F47793,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:31:51 UTC,quote_started,google,C002,google,cpc,C002,mobile,home,GA
EC0836F8485FA,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:32:58 UTC,contact_information_completed,google,C002,google,cpc,C002,mobile,home,GA
E3D072144E8EC,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:36:10 UTC,insurance_details_completed,google,C002,google,cpc,C002,mobile,home,GA
E2894E8A8D9FD,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:40:23 UTC,quote_completed,google,C002,google,cpc,C002,mobile,home,GA
EF1107BB72C3F,CUS18DF5B5FA823,S21D1F6404B6B,Q5EC4F0BA2EA8,2025-02-02 12:43:12 UTC,lead_submitted,google,C002,google,cpc,C002,mobile,home,GA
ECD67DEA781B8,CUS23FCCCDF3274,SAED6FACD72E4,Q5149ABD2C179,2025-04-11 07:47:57 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,CA
E65B159740223,CUS23FCCCDF3274,SAED6FACD72E4,Q5149ABD2C179,2025-04-11 07:51:52 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,CA
E086FB400813E,CUS23FCCCDF3274,SAED6FACD72E4,Q5149ABD2C179,2025-04-11 07:55:05 UTC,contact_information_completed,meta,C004,meta,cpc,C004,desktop,health,CA
E890A9B62B40B,CUS23FCCCDF3274,SAED6FACD72E4,Q5149ABD2C179,2025-04-11 07:59:02 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,desktop,health,CA
EDF38FF472AED,CUS3068EDFA3CC1,SBF6055405288,Q7EE9B343F9B1,2025-03-12 22:31:36 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,NY
E7C9C8C85991F,CUS3068EDFA3CC1,SBF6055405288,Q7EE9B343F9B1,2025-03-12 22:35:32 UTC,quote_started,meta,C003,meta,cpc,C003,desktop,auto,NY
EC18C5343E823,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:38:49 UTC,landing_page_view,meta,C003,meta,cpc,C003,tablet,auto,TX
E975FAF7BF5BE,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:42:13 UTC,quote_started,meta,C003,meta,cpc,C003,tablet,auto,TX
E0F5AE392906C,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:45:57 UTC,contact_information_completed,meta,C003,meta,cpc,C003,tablet,auto,TX
E925E0B5F237D,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:48:55 UTC,insurance_details_completed,meta,C003,meta,cpc,C003,tablet,auto,TX
E8322B7571C8A,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:51:44 UTC,quote_completed,meta,C003,meta,cpc,C003,tablet,auto,TX
E4A037E83353D,CUS578C7435329B,S01AC747F61E0,Q7696642F6C38,2025-06-29 21:56:23 UTC,lead_submitted,meta,C003,meta,cpc,C003,tablet,auto,TX
E2DC1185D54E3,CUSA396F47F40E3,S3A08D760EB8C,Q333924437978,2025-03-10 12:17:28 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,TX
E705D64B54385,CUSF2BA17704EAC,SAA7962410DEE,QEF9E7A12060A,2025-04-06 10:38:18 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,IL
E5EEE5B217109,CUSF2BA17704EAC,SAA7962410DEE,QEF9E7A12060A,2025-04-06 10:39:45 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,IL
EF71DEFBFDBE7,CUSF2BA17704EAC,SAA7962410DEE,QEF9E7A12060A,2025-04-06 10:42:34 UTC,contact_information_completed,meta,C004,meta,cpc,C004,mobile,health,IL
EC6ACE1BB9A34,CUS942CCBA329D0,SC23885ED7DBC,QBA6D190DEBAE,2025-01-21 19:23:15 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,IL
EFE5D618200E6,CUS81477FCABC38,S2D193DD6A265,QE582160EBBEC,2025-02-22 10:02:06 UTC,landing_page_view,direct,C007,direct,direct,C007,desktop,home,TX
E6C2C370D44A1,CUSAFABAFAF3DAA,S59AD646F5021,Q10040215379F,2025-03-02 11:40:48 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,NY
E731DB417C686,CUSAFABAFAF3DAA,S59AD646F5021,Q10040215379F,2025-03-02 11:43:20 UTC,quote_started,google,C001,google,cpc,C001,mobile,auto,NY
E6AAFF03DD43D,CUS1B44446CE625,S91CA13AB1407,QDF89A6BE1CDD,2025-01-09 22:00:11 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,NY
E096B370C63EB,CUS1B44446CE625,S91CA13AB1407,QDF89A6BE1CDD,2025-01-09 22:00:53 UTC,quote_started,organic,C006,organic,organic,C006,mobile,auto,NY
EBE7B649F8E3A,CUS1B44446CE625,S91CA13AB1407,QDF89A6BE1CDD,2025-01-09 22:02:07 UTC,contact_information_completed,organic,C006,organic,organic,C006,mobile,auto,NY
EB012E752E0F3,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:18:46 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,OH
EDF6E96197809,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:19:49 UTC,quote_started,meta,C003,meta,cpc,C003,desktop,auto,OH
EFE6370358206,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:24:05 UTC,contact_information_completed,meta,C003,meta,cpc,C003,desktop,auto,OH
E39E3D55A2F81,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:28:21 UTC,insurance_details_completed,meta,C003,meta,cpc,C003,desktop,auto,OH
E77CF2ADCC0D6,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:30:17 UTC,quote_completed,meta,C003,meta,cpc,C003,desktop,auto,OH
E1DEDFE4BD93E,CUS313F8B24C422,S979504C669C0,QB3083869B0DA,2025-01-25 20:33:40 UTC,lead_submitted,meta,C003,meta,cpc,C003,desktop,auto,OH
E564B9644DBD9,CUSB04AA1515531,S712C057D7A74,Q459DEC698782,2025-04-14 21:34:39 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,FL
ED40CA65368E8,CUSB04AA1515531,S712C057D7A74,Q459DEC698782,2025-04-14 21:38:32 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,FL
E44B617846764,CUS972F5B34C4AE,S06EEFD768731,Q76C30361EE3E,2025-02-16 12:11:06 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,NC
EFC875D6DDD80,CUSCF34F4C41EBF,SE150E21F1E28,QD54F3B6BB0CE,2025-06-22 19:21:14 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,MI
EEF1510DB048A,CUSCF34F4C41EBF,SE150E21F1E28,QD54F3B6BB0CE,2025-06-22 19:24:58 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,mobile,life,MI
EB492E6AB91A8,CUSCF34F4C41EBF,SE150E21F1E28,QD54F3B6BB0CE,2025-06-22 19:27:53 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,mobile,life,MI
EE454B2264EF8,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:06:07 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,NC
E14AC29C21639,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:09:31 UTC,quote_started,google,C001,google,cpc,C001,mobile,auto,NC
E4A0302025939,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:14:16 UTC,contact_information_completed,google,C001,google,cpc,C001,mobile,auto,NC
E87D7A038E955,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:18:25 UTC,insurance_details_completed,google,C001,google,cpc,C001,mobile,auto,NC
EAD9824D81AE5,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:21:45 UTC,quote_completed,google,C001,google,cpc,C001,mobile,auto,NC
E1D2892493C3F,CUS00E5350CC8B4,S316C30796AF9,QD0239D66C285,2025-06-08 20:24:18 UTC,lead_submitted,google,C001,google,cpc,C001,mobile,auto,NC
E2281E24B877F,CUSC32E12ACB34A,SF07B9CAD645B,QCF55080AB3E2,2025-06-15 12:37:47 UTC,landing_page_view,google,C001,google,cpc,C001,desktop,auto,IL
E9B809E58426A,CUS16D4043D3C31,S1141578B0D1D,Q4AFF7D7565D0,2025-05-23 08:17:40 UTC,landing_page_view,google,C002,google,cpc,C002,desktop,home,GA
EC11403A420A1,CUS16D4043D3C31,S1141578B0D1D,Q4AFF7D7565D0,2025-05-23 08:21:19 UTC,quote_started,google,C002,google,cpc,C002,desktop,home,GA
E8A7890A1B1B0,CUS027843AD929C,SE81093180DE1,Q69F34BD9A1AD,2025-05-12 22:32:48 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,NY
E3A32E08240D0,CUS027843AD929C,SE81093180DE1,Q69F34BD9A1AD,2025-05-12 22:35:21 UTC,quote_started,meta,C003,meta,cpc,C003,mobile,auto,NY
EEBF1FA26F5DE,CUS027843AD929C,SE81093180DE1,Q69F34BD9A1AD,2025-05-12 22:39:37 UTC,contact_information_completed,meta,C003,meta,cpc,C003,mobile,auto,NY
EDFF40AC1A4CB,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 09:55:03 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,NY
E9C2B81BDA7F8,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 09:57:35 UTC,quote_started,google,C001,google,cpc,C001,mobile,auto,NY
E315FA05D05EC,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 10:02:13 UTC,contact_information_completed,google,C001,google,cpc,C001,mobile,auto,NY
E89367546676F,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 10:06:08 UTC,insurance_details_completed,google,C001,google,cpc,C001,mobile,auto,NY
EC5B45A2551D4,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 10:08:02 UTC,quote_completed,google,C001,google,cpc,C001,mobile,auto,NY
EE14A10527E5B,CUS06EDCECF59C2,SB1584C8E8A49,Q54D41D819A15,2025-03-26 10:12:10 UTC,lead_submitted,google,C001,google,cpc,C001,mobile,auto,NY
E9F551ACA8D7F,CUS0B51EE60E453,S6FB91A674FB8,Q4ECE07E2EF7D,2025-06-02 09:57:53 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,NC
E609ED7D77B49,CUS0B51EE60E453,S6FB91A674FB8,Q4ECE07E2EF7D,2025-06-02 10:02:36 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,NC
E058BC1C04CFA,CUS0B51EE60E453,S6FB91A674FB8,Q4ECE07E2EF7D,2025-06-02 10:05:32 UTC,contact_information_completed,meta,C004,meta,cpc,C004,desktop,health,NC
E04467CDFE155,CUS0B51EE60E453,S6FB91A674FB8,Q4ECE07E2EF7D,2025-06-02 10:08:55 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,desktop,health,NC
E87BF8588C3D5,CUS0B51EE60E453,S6FB91A674FB8,Q4ECE07E2EF7D,2025-06-02 10:09:48 UTC,quote_completed,meta,C004,meta,cpc,C004,desktop,health,NC
ED047819E6A79,CUSE366A5A826B0,SE08B416D2581,Q0EA6093BBDA5,2025-02-12 10:52:23 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,OH
E999C404E3E72,CUSE366A5A826B0,SE08B416D2581,Q0EA6093BBDA5,2025-02-12 10:57:06 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,OH
E4D0375CD6FE8,CUSE366A5A826B0,SE08B416D2581,Q0EA6093BBDA5,2025-02-12 10:58:28 UTC,contact_information_completed,meta,C004,meta,cpc,C004,mobile,health,OH
ED6EBF16E4F4D,CUS39C2C3A292CE,SA2B0EEF1D663,QE5F8FD3469D0,2025-05-28 15:27:54 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,FL
EB1E30BD38F3D,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:26:41 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,PA
E2B2391799957,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:27:29 UTC,quote_started,google,C002,google,cpc,C002,mobile,home,PA
E0E89E92F724B,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:27:54 UTC,contact_information_completed,google,C002,google,cpc,C002,mobile,home,PA
E7DC3E7CFA45D,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:29:00 UTC,insurance_details_completed,google,C002,google,cpc,C002,mobile,home,PA
E9FD953BE82A7,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:31:13 UTC,quote_completed,google,C002,google,cpc,C002,mobile,home,PA
EC246C01E9524,CUS9D423E03F085,S7C83A583F19F,Q2572400CAEDA,2025-05-11 16:33:31 UTC,lead_submitted,google,C002,google,cpc,C002,mobile,home,PA
EB13B2A01EA3E,CUS3648DA07246E,S18F4621D3FD0,Q718BDC4DEEFE,2025-01-22 07:30:01 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,NC
E9C3A9F43AABD,CUSE4643157C8EF,SFC979D48437B,Q5A09FA6B49CA,2025-01-05 18:14:36 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,NC
EC00C6248D572,CUS0C8B020A38FC,SA740123C208B,QE03983A1B63E,2025-02-01 13:15:54 UTC,landing_page_view,direct,C007,direct,direct,C007,mobile,home,NC
E3BBFA40CEBD0,CUS0C8B020A38FC,SA740123C208B,QE03983A1B63E,2025-02-01 13:19:47 UTC,quote_started,direct,C007,direct,direct,C007,mobile,home,NC
E761927384621,CUSAB2DB71C8F21,SB3558CFE7214,QAFF5DFFA26A5,2025-02-27 08:01:20 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
EF0390F90E874,CUSAB2DB71C8F21,SB3558CFE7214,QAFF5DFFA26A5,2025-02-27 08:05:56 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
EC64F374926E8,CUSAB2DB71C8F21,SB3558CFE7214,QAFF5DFFA26A5,2025-02-27 08:10:23 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
E2C3F08BD7A2A,CUSAB2DB71C8F21,SB3558CFE7214,QAFF5DFFA26A5,2025-02-27 08:11:30 UTC,insurance_details_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
E11118A13A713,CUSC8B8CD01DE50,S2950009B047E,QBC783FF11F56,2025-02-18 11:39:59 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,FL
E7C6AFCB5B6E7,CUS1B695285D289,SF3DEA401AD39,Q2D371DEDE5AF,2025-04-10 20:21:42 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
E67349F1987C5,CUS1B695285D289,SF3DEA401AD39,Q2D371DEDE5AF,2025-04-10 20:22:23 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
E7F4B751A9C49,CUS1B695285D289,SF3DEA401AD39,Q2D371DEDE5AF,2025-04-10 20:23:54 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
ECDA59B81A292,CUS1B695285D289,SF3DEA401AD39,Q2D371DEDE5AF,2025-04-10 20:24:44 UTC,insurance_details_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,MI
E67A7BE952A41,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 22:54:29 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,IL
E79C585A2A811,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 22:59:08 UTC,quote_started,google,C002,google,cpc,C002,mobile,home,IL
E64F8EE9B447F,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 23:00:10 UTC,contact_information_completed,google,C002,google,cpc,C002,mobile,home,IL
E86B0D9C23536,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 23:04:38 UTC,insurance_details_completed,google,C002,google,cpc,C002,mobile,home,IL
E1DF607678A34,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 23:06:23 UTC,quote_completed,google,C002,google,cpc,C002,mobile,home,IL
E995730E8E98A,CUSE079C36395EC,S193DFF61796B,QF35C9E8C2FFB,2025-04-02 23:07:34 UTC,lead_submitted,google,C002,google,cpc,C002,mobile,home,IL
EE8FEDA116B44,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:13:20 UTC,landing_page_view,google,C002,google,cpc,C002,tablet,home,FL
E7BCB2FE5B207,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:14:54 UTC,quote_started,google,C002,google,cpc,C002,tablet,home,FL
E3AF15E652753,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:19:34 UTC,contact_information_completed,google,C002,google,cpc,C002,tablet,home,FL
E2C1D32DF1F94,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:24:17 UTC,insurance_details_completed,google,C002,google,cpc,C002,tablet,home,FL
E9A12CD2E43D5,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:27:00 UTC,quote_completed,google,C002,google,cpc,C002,tablet,home,FL
E3B3AF73D1C6A,CUSFFAA059AB022,S7BADE6522C9E,Q81949DCF5365,2025-05-01 22:29:36 UTC,lead_submitted,google,C002,google,cpc,C002,tablet,home,FL
E583007148761,CUS7775A25F1A4A,S47FD7CAE14BF,Q258046764D8C,2025-03-05 14:33:40 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,FL
E6FC06F2F71F5,CUS7775A25F1A4A,S47FD7CAE14BF,Q258046764D8C,2025-03-05 14:34:53 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,mobile,life,FL
E44AB0E2C6E44,CUS7775A25F1A4A,S47FD7CAE14BF,Q258046764D8C,2025-03-05 14:36:32 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,mobile,life,FL
EA555CCF52968,CUS46F02A2443E1,S90F78B6A85D9,QE9C9A283A131,2025-06-07 13:28:27 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,MI
EABB8761E5AF7,CUS4005F59BAA8F,S6F5EA664F1B9,Q4D764EC907BB,2025-01-04 15:13:26 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,NC
E4881288E9855,CUS4005F59BAA8F,S6F5EA664F1B9,Q4D764EC907BB,2025-01-04 15:16:25 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,NC
EBFCA5FB1CAE5,CUS4005F59BAA8F,S6F5EA664F1B9,Q4D764EC907BB,2025-01-04 15:17:14 UTC,contact_information_completed,meta,C004,meta,cpc,C004,desktop,health,NC
ED63B8B67F9DC,CUS1F75F8FFAFBC,SFB7D780F00B4,Q39FCA741C0E7,2025-03-31 15:17:20 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,FL
EE0FA6EFBB95C,CUS58221C0BDB26,SC701F58BC466,QE81476247843,2025-02-21 16:33:29 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
EF230B97A6331,CUS58221C0BDB26,SC701F58BC466,QE81476247843,2025-02-21 16:35:19 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
