performance_date,channel,campaign_id,insurance_vertical,state,spend,impressions,clicks,platform_reported_leads,platform_reported_conversions,platform_reported_revenue
2025-06-04,affiliate,C005,life,OH,154.33,15688,611,7,7,291.05
2025-06-05,google,C001,auto,CA,444.55,38580,1355,6,6,263.04
2025-06-05,google,C002,home,NY,406.42,59890,2182,11,11,607.77
2025-06-05,meta,C003,auto,GA,272.29,26038,736,9,9,437.2
2025-06-05,meta,C004,health,IL,214.17,29349,1594,8,8,459.1
2025-06-05,affiliate,C005,life,OH,122.21,16083,919,6,6,378.77
2025-06-06,google,C001,auto,FL,434.9,36048,1267,5,5,206.95
2025-06-06,google,C002,home,NY,355.5,52184,1494,12,12,729.92
2025-06-06,meta,C003,auto,GA,295.16,42427,2474,12,12,652.53
2025-06-06,meta,C004,health,IL,259.87,35384,1674,4,4,231.1
2025-06-06,affiliate,C005,life,OH,126.69,14528,472,4,4,207.19
2025-06-07,google,C001,auto,TX,204.74,30627,1469,14,14,645.72
2025-06-07,google,C002,home,OH,202.44,28997,1047,5,5,196.36
2025-06-07,meta,C003,auto,GA,143.24,14627,306,9,9,432.23
2025-06-07,meta,C004,health,FL,172.38,23773,796,4,4,218.74
2025-06-07,affiliate,C005,life,OH,83.41,12188,514,4,4,234.2
2025-06-08,google,C001,auto,CA,194.61,22587,1027,8,8,420.56
2025-06-08,google,C002,home,PA,179.85,14613,434,4,4,155.31
2025-06-08,meta,C003,auto,GA,136.29,11207,639,5,5,175.98
2025-06-08,meta,C004,health,NC,146.55,21043,1001,4,4,229.37
2025-06-08,affiliate,C005,life,MI,61.0,8676,351,11,11,519.42
2025-06-09,google,C001,auto,CA,373.51,47451,1134,9,9,503.78
2025-06-09,google,C002,home,OH,313.85,25305,1171,8,8,501.8
2025-06-09,meta,C003,auto,CA,221.63,25593,831,4,4,183.39
2025-06-09,meta,C004,health,IL,302.71,37551,1675,4,4,219.16
2025-06-09,affiliate,C005,life,NY,119.03,15824,397,9,9,464.42
2025-06-10,google,C001,auto,TX,415.47,56532,1992,8,8,448.52
2025-06-10,google,C002,home,PA,371.49,45105,2598,7,7,296.56
2025-06-10,meta,C003,auto,GA,309.54,42336,2497,6,6,336.81
2025-06-10,meta,C004,health,IL,240.01,20067,1127,5,5,277.72
2025-06-10,affiliate,C005,life,OH,148.45,16119,566,6,6,250.34
2025-06-11,google,C001,auto,TX,313.51,25429,1388,6,6,336.89
2025-06-11,google,C002,home,NY,309.83,41406,1837,7,7,409.61
2025-06-11,meta,C003,auto,GA,214.1,17666,374,5,5,282.18
2025-06-11,meta,C004,health,FL,292.88,37399,1504,10,10,615.63
2025-06-11,affiliate,C005,life,MI,136.3,20384,505,9,9,350.35
2025-06-12,google,C001,auto,CA,404.24,37615,1244,12,12,446.7
2025-06-12,google,C002,home,OH,439.3,47025,1370,6,6,291.05
2025-06-12,meta,C003,auto,GA,223.45,21505,635,10,10,453.64
2025-06-12,meta,C004,health,NC,246.32,36839,959,6,6,373.45
2025-06-12,affiliate,C005,life,OH,123.69,17398,405,0,0,0.0
2025-06-13,google,C001,auto,TX,363.64,54205,3013,10,10,508.29
2025-06-13,google,C002,home,PA,445.7,35989,2155,8,8,411.29
2025-06-13,meta,C003,auto,GA,242.24,22931,1065,7,7,255.63
2025-06-13,meta,C004,health,IL,218.45,25972,1427,8,8,414.38
2025-06-13,affiliate,C005,life,MI,117.34,16720,396,7,7,424.42
2025-06-14,google,C001,auto,CA,270.55,35076,861,6,6,305.07
2025-06-14,google,C002,home,PA,203.47,16398,500,9,9,545.9
2025-06-14,meta,C003,auto,GA,154.1,13327,618,7,7,437.21
2025-06-14,meta,C004,health,FL,125.01,15021,426,5,5,311.62
2025-06-14,affiliate,C005,life,NY,58.05,5011,208,9,9,456.73
2025-06-15,google,C001,auto,FL,183.46,25817,549,8,8,491.7
2025-06-15,google,C002,home,NY,174.52,20977,1170,8,8,395.63
2025-06-15,meta,C003,auto,GA,115.1,12511,278,0,0,0.0
2025-06-15,meta,C004,health,FL,177.26,16379,528,5,5,274.25
2025-06-15,affiliate,C005,life,NY,63.93,7988,343,4,4,222.38
2025-06-16,google,C001,auto,TX,390.0,37471,946,5,5,246.2
2025-06-16,google,C002,home,OH,362.52,42715,1500,12,12,535.85
2025-06-16,meta,C003,auto,CA,205.5,28862,1233,6,6,231.69
2025-06-16,meta,C004,health,IL,240.06,29816,1706,5,5,286.62
2025-06-16,affiliate,C005,life,NY,152.58,18797,1068,11,11,544.87
2025-06-17,google,C001,auto,CA,360.29,43899,1363,9,9,369.44
2025-06-17,google,C002,home,PA,467.75,69095,3923,8,8,282.04
2025-06-17,meta,C003,auto,GA,286.15,40519,850,3,3,149.1
2025-06-17,meta,C004,health,FL,276.97,34131,1332,5,5,236.78
2025-06-17,affiliate,C005,life,MI,104.66,11760,574,4,4,140.37
2025-06-18,google,C001,auto,TX,368.25,35065,966,12,12,668.39
2025-06-18,google,C002,home,OH,291.13,36638,1773,8,8,437.74
2025-06-18,meta,C003,auto,CA,250.98,32299,1713,9,9,392.99
2025-06-18,meta,C004,health,NC,247.61,30281,796,11,11,417.73
2025-06-18,affiliate,C005,life,MI,146.94,18335,371,13,13,458.92
2025-06-19,google,C001,auto,CA,347.79,48106,2598,9,9,504.1
2025-06-19,google,C002,home,NY,342.69,36277,924,10,10,433.87
2025-06-19,meta,C003,auto,GA,285.76,31643,1735,3,3,113.48
2025-06-19,meta,C004,health,IL,259.72,37056,883,6,6,375.89
2025-06-19,affiliate,C005,life,MI,151.77,21274,450,7,7,267.35
2025-06-20,google,C001,auto,FL,417.87,56181,1137,7,7,263.12
2025-06-20,google,C002,home,NY,336.78,43691,2056,5,5,219.29
2025-06-20,meta,C003,auto,GA,299.85,26056,824,3,3,161.9
2025-06-20,meta,C004,health,NC,234.91,33501,1821,2,2,75.01
2025-06-20,affiliate,C005,life,OH,124.35,16392,642,5,5,257.84
2025-06-21,google,C001,auto,TX,198.61,17639,496,10,10,589.73
2025-06-21,google,C002,home,OH,236.53,28646,1544,10,10,392.13
2025-06-21,meta,C003,auto,TX,149.05,15401,686,7,7,361.35
2025-06-21,meta,C004,health,IL,169.43,16180,828,8,8,380.47
2025-06-21,affiliate,C005,life,MI,83.73,10260,375,5,5,289.56
2025-06-22,google,C001,auto,TX,249.82,21695,1124,7,7,351.23
2025-06-22,google,C002,home,NY,226.21,29712,1735,6,6,274.89
2025-06-22,meta,C003,auto,GA,137.61,16582,650,4,4,253.1
2025-06-22,meta,C004,health,IL,139.15,20691,1152,7,7,311.81
2025-06-22,affiliate,C005,life,OH,63.5,8927,255,5,5,305.96
2025-06-23,google,C001,auto,TX,332.98,27451,975,6,6,211.74
2025-06-23,google,C002,home,PA,314.3,26131,525,14,14,509.16
2025-06-23,meta,C003,auto,CA,259.34,38131,1891,11,11,530.16
2025-06-23,meta,C004,health,FL,307.22,37218,2175,5,5,182.39
2025-06-23,affiliate,C005,life,MI,125.86,17509,989,6,6,301.9
2025-06-24,google,C001,auto,TX,332.03,37221,1474,6,6,364.14
2025-06-24,google,C002,home,NY,437.58,57720,1774,5,5,304.81
2025-06-24,meta,C003,auto,TX,295.67,41527,1924,5,5,180.41
2025-06-24,meta,C004,health,NC,299.43,27921,1298,12,12,685.98
2025-06-24,affiliate,C005,life,NY,118.31,16172,541,6,6,319.61
2025-06-25,google,C001,auto,CA,392.52,41606,1914,10,10,415.38
2025-06-25,google,C002,home,PA,290.05,34120,1323,8,8,298.34
2025-06-25,meta,C003,auto,CA,297.71,36617,1643,14,14,527.4
2025-06-25,meta,C004,health,FL,279.43,34842,1520,4,4,247.24
2025-06-25,affiliate,C005,life,NY,130.21,10910,529,7,7,354.75
2025-06-26,google,C001,auto,FL,428.92,34501,1565,5,5,298.91
2025-06-26,google,C002,home,NY,335.78,42622,1736,7,7,420.43
2025-06-26,meta,C003,auto,TX,267.58,34547,1241,5,5,246.18
2025-06-26,meta,C004,health,FL,305.08,37539,1280,9,9,339.34
2025-06-26,affiliate,C005,life,OH,154.4,15846,617,9,9,484.3
2025-06-27,google,C001,auto,CA,324.29,31109,1457,5,5,239.69
2025-06-27,google,C002,home,NY,370.37,42211,1535,14,14,673.29
2025-06-27,meta,C003,auto,TX,236.33,30993,1321,7,7,400.56
2025-06-27,meta,C004,health,NC,290.67,41774,1366,6,6,388.09
2025-06-27,affiliate,C005,life,NY,132.97,18238,559,10,10,445.34
2025-06-28,google,C001,auto,FL,187.91,25538,1059,7,7,303.74
2025-06-28,google,C002,home,PA,186.6,19568,546,10,10,381.99
2025-06-28,meta,C003,auto,TX,155.33,16585,797,5,5,264.2
2025-06-28,meta,C004,health,FL,177.12,21132,942,9,9,370.25
2025-06-28,affiliate,C005,life,MI,88.28,11328,386,5,5,300.2
2025-06-29,google,C001,auto,CA,181.69,20301,959,8,8,486.07
2025-06-29,google,C002,home,PA,192.49,15603,874,14,15,876.23
2025-06-29,meta,C003,auto,GA,141.68,19680,408,5,5,270.84
2025-06-29,meta,C004,health,FL,123.09,10332,226,6,6,253.51
2025-06-29,affiliate,C005,life,NY,68.33,9152,233,10,10,527.05
2025-06-30,google,C001,auto,CA,433.32,53100,2382,13,13,799.53
2025-06-30,google,C002,home,PA,349.51,43517,883,9,9,388.49
2025-06-30,meta,C003,auto,TX,291.28,38970,1129,5,5,207.55
2025-06-30,meta,C004,health,FL,200.96,21888,657,4,4,227.29
2025-06-30,affiliate,C005,life,MI,139.28,16752,621,3,3,116.58
